UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA_count , C_SASA_count , D_SASA_count , E_SASA_count , F_SASA_count , G_SASA_count , H_SASA_count , I_SASA_count , K_SASA_count , L_SASA_count , M_SASA_count , N_SASA_count , P_SASA_count , Q_SASA_count , R_SASA_count , S_SASA_count , T_SASA_count , V_SASA_count , W_SASA_count , Y_SASA_count
P48567, 4, 355, 0.3736, 9.7e-05, 78, nan, nucleus; mitochondrion, 2.397, , 7.0, 0, 12.0, 23.0, 0, 18.0, 2.0, 1.0, 29.0, 5.0, 0, 5.0, 6.0, 13.0, 8.0, 9.0, 9.0, 4.0, 0, 1.0
P48570, 17, 390, 0.3933, 0.001257, 78, True, cytoplasm, 2.688, , 8.0, 2.0, 16.0, 12.0, 4.0, 23.0, 4.0, 2.0, 17.0, 3.0, 0, 16.0, 1.0, 6.0, 10.0, 10.0, 4.0, 3.0, 0, 3.0
P48581, 9, 270, 0.3543, 0.00566, 66, nan, nucleus, 2.925, , 3.0, 0, 15.0, 14.0, 4.0, 10.0, 6.0, 4.0, 11.0, 4.0, 1.0, 8.0, 1.0, 2.0, 7.0, 18.0, 6.0, 4.0, 0, 0
P48582, 3, 315, 0.2971, 0.000213, 54, False, cytoplasm; endosome, 2.6, , 7.0, 0, 15.0, 18.0, 5.0, 10.0, 3.0, 2.0, 21.0, 4.0, 0, 10.0, 2.0, 4.0, 7.0, 15.0, 6.0, 2.0, 1.0, 3.0
P48582, 347, 701, 0.2971, 0.000213, 54, False, cytoplasm; endosome, 2.777, , 6.0, 1.0, 28.0, 34.0, 8.0, 8.0, 1.0, 7.0, 31.0, 11.0, 2.0, 18.0, 8.0, 10.0, 11.0, 22.0, 11.0, 7.0, 0, 4.0
P48589, 24, 139, 0.2545, 0.002077, 42, False, cytoplasm, 2.856, , 5.0, 0, 5.0, 9.0, 1.0, 9.0, 2.0, 1.0, 7.0, 2.0, 2.0, 5.0, 1.0, 1.0, 6.0, 3.0, 2.0, 2.0, 0, 0
P48606, 6, 102, 0.6358, 0.000509, 90, True, cytoplasm; cytoskeleton, 2.272, , 2.0, 0, 10.0, 11.0, 1.0, 2.0, 1.0, 1.0, 9.0, 2.0, 0, 0, 2.0, 4.0, 4.0, 4.0, 4.0, 1.0, 0, 2.0
P48743, 227, 357, 0.214, 0.004955, 30, nan, , 2.703, , 4.0, 0, 3.0, 6.0, 0, 5.0, 2.0, 3.0, 10.0, 3.0, 1.0, 3.0, 1.0, 10.0, 4.0, 8.0, 2.0, 0, 0, 2.0
P48743, 521, 806, 0.214, 0.004955, 30, nan, , 2.865, , 1.0, 1.0, 9.0, 11.0, 1.0, 5.0, 2.0, 5.0, 19.0, 6.0, 3.0, 22.0, 4.0, 5.0, 1.0, 23.0, 2.0, 4.0, 0, 0
P49089, 1, 566, 0.5485, 0.00632, 90, True, , 2.906, , 16.0, 0, 24.0, 17.0, 1.0, 24.0, 4.0, 4.0, 18.0, 1.0, 3.0, 5.0, 11.0, 7.0, 5.0, 12.0, 14.0, 2.0, 2.0, 3.0
P49090, 1, 565, 0.4232, 0.000572, 78, True, , 2.667, , 14.0, 0, 29.0, 15.0, 1.0, 24.0, 5.0, 4.0, 18.0, 1.0, 3.0, 9.0, 10.0, 10.0, 6.0, 10.0, 10.0, 1.0, 2.0, 2.0
P49095, 42, 1021, 0.3421, 1.3e-05, 66, True, mitochondrion, 2.571, , 8.0, 0, 28.0, 26.0, 0, 48.0, 10.0, 6.0, 40.0, 6.0, 4.0, 22.0, 14.0, 11.0, 14.0, 19.0, 17.0, 4.0, 0, 2.0
P49367, 21, 471, 0.3699, 4.2e-05, 66, True, mitochondrion, 3.204, , 10.0, 0, 10.0, 8.0, 1.0, 36.0, 3.0, 3.0, 24.0, 8.0, 1.0, 10.0, 10.0, 6.0, 3.0, 11.0, 8.0, 3.0, 1.0, 1.0
P49367, 504, 689, 0.3699, 4.2e-05, 66, True, mitochondrion, 2.923, , 5.0, 0, 7.0, 13.0, 0, 20.0, 1.0, 1.0, 8.0, 3.0, 0, 6.0, 6.0, 3.0, 3.0, 4.0, 1.0, 3.0, 1.0, 1.0
P49435, 9, 177, 0.7428, 0.073574, 90, True, nucleus; cytoplasm, 3.059, , 5.0, 0, 2.0, 10.0, 2.0, 12.0, 1.0, 0, 10.0, 5.0, 0, 5.0, 7.0, 3.0, 2.0, 5.0, 3.0, 1.0, 0, 2.0
P49626, 74, 324, 0.354, 0.005184, 66, nan, nucleus; cytoplasm, 3.54, , 16.0, 0, 4.0, 8.0, 3.0, 21.0, 5.0, 4.0, 20.0, 11.0, 2.0, 10.0, 4.0, 7.0, 13.0, 13.0, 9.0, 8.0, 3.0, 2.0
P49704, 43, 336, 0.2643, 0.026522, 42, nan, nucleus, 2.949, , 6.0, 1.0, 7.0, 18.0, 3.0, 9.0, 4.0, 4.0, 15.0, 9.0, 2.0, 10.0, 8.0, 9.0, 11.0, 16.0, 5.0, 3.0, 0, 0
P49723, 7, 315, 0.3615, 0.000224, 66, False, nucleus, 2.683, , 9.0, 0, 11.0, 18.0, 5.0, 10.0, 3.0, 2.0, 22.0, 2.0, 2.0, 8.0, 7.0, 3.0, 4.0, 6.0, 6.0, 2.0, 0, 1.0
P49775, 5, 104, 0.4592, 0.006426, 90, nan, nucleus; cytoplasm; mitochondrion, 3.54, , 2.0, 0, 3.0, 2.0, 2.0, 3.0, 0, 1.0, 6.0, 4.0, 1.0, 1.0, 5.0, 4.0, 2.0, 3.0, 4.0, 2.0, 1.0, 2.0
P49954, 6, 270, 0.4778, 5e-05, 90, True, , 2.671, , 1.0, 0, 9.0, 11.0, 0, 11.0, 0, 1.0, 13.0, 4.0, 2.0, 3.0, 7.0, 4.0, 6.0, 8.0, 4.0, 3.0, 0, 0
P49955, 135, 952, 0.168, 4.3e-05, 18, nan, nucleus, 2.847, , 12.0, 0, 24.0, 30.0, 6.0, 32.0, 7.0, 5.0, 32.0, 10.0, 5.0, 21.0, 26.0, 11.0, 26.0, 12.0, 19.0, 12.0, 0, 12.0
P49956, 116, 365, 0.1558, 1e-06, 6, nan, nucleus, 2.553, , 3.0, 0, 9.0, 13.0, 2.0, 11.0, 2.0, 2.0, 25.0, 9.0, 3.0, 12.0, 10.0, 7.0, 9.0, 6.0, 5.0, 1.0, 0, 2.0
P49956, 399, 647, 0.1558, 1e-06, 6, nan, nucleus, 2.887, , 8.0, 0, 12.0, 15.0, 6.0, 8.0, 5.0, 3.0, 13.0, 10.0, 3.0, 14.0, 4.0, 8.0, 14.0, 11.0, 1.0, 2.0, 1.0, 6.0
P49957, 9, 165, 0.4176, 0.000282, 78, False, nucleus; cytoplasm, 3.047, , 3.0, 1.0, 3.0, 9.0, 1.0, 13.0, 2.0, 2.0, 4.0, 1.0, 2.0, 3.0, 6.0, 6.0, 9.0, 4.0, 3.0, 4.0, 2.0, 3.0
P49960, 31, 397, 0.3817, 0.00014, 78, nan, nucleus, 2.412, , 6.0, 0, 11.0, 22.0, 3.0, 14.0, 5.0, 3.0, 24.0, 9.0, 1.0, 21.0, 2.0, 10.0, 17.0, 10.0, 5.0, 3.0, 0, 3.0
P50086, 4, 224, 0.4981, 0.002204, 90, True, , 2.587, , 0, 0, 8.0, 13.0, 4.0, 14.0, 2.0, 1.0, 14.0, 4.0, 1.0, 7.0, 3.0, 7.0, 1.0, 7.0, 0, 1.0, 0, 1.0
P50089, 425, 525, 0.195, 2.1e-05, 18, False, , 3.973, , 6.0, 0, 1.0, 6.0, 4.0, 1.0, 2.0, 5.0, 7.0, 5.0, 2.0, 5.0, 3.0, 2.0, 6.0, 8.0, 3.0, 5.0, 0, 3.0
P50090, 71, 418, 0.2829, 8.1e-05, 54, nan, , 2.824, , 5.0, 0, 10.0, 8.0, 0, 20.0, 5.0, 2.0, 10.0, 5.0, 2.0, 14.0, 8.0, 7.0, 5.0, 7.0, 7.0, 2.0, 0, 0
P50090, 553, 691, 0.2829, 8.1e-05, 54, nan, , 3.916, , 3.0, 3.0, 8.0, 11.0, 1.0, 1.0, 3.0, 9.0, 13.0, 22.0, 3.0, 11.0, 1.0, 11.0, 6.0, 7.0, 9.0, 6.0, 0, 1.0
P50090, 722, 878, 0.2829, 8.1e-05, 54, nan, , 3.273, , 9.0, 0, 15.0, 17.0, 2.0, 3.0, 5.0, 7.0, 23.0, 22.0, 4.0, 13.0, 0, 7.0, 9.0, 10.0, 6.0, 2.0, 0, 3.0
P50094, 24, 501, 0.2484, 8.2e-05, 42, False, cytoplasm, 3.088, , 9.0, 1.0, 11.0, 20.0, 5.0, 42.0, 1.0, 2.0, 22.0, 3.0, 3.0, 13.0, 5.0, 11.0, 8.0, 12.0, 15.0, 8.0, 0, 2.0
P50095, 23, 500, 0.2663, 0.007046, 42, True, cytoplasm, 3.013, , 8.0, 1.0, 14.0, 19.0, 5.0, 44.0, 1.0, 2.0, 17.0, 4.0, 3.0, 15.0, 4.0, 12.0, 13.0, 12.0, 15.0, 7.0, 0, 2.0
P50101, 1118, 1213, 0.2648, 0.000484, 42, True, cytoplasm; cytosol; peroxisome, 2.889, , 1.0, 0, 7.0, 6.0, 1.0, 6.0, 2.0, 3.0, 6.0, 3.0, 0, 3.0, 2.0, 2.0, 2.0, 6.0, 2.0, 0, 0, 1.0
P50102, 6, 467, 0.2054, 0.000169, 30, nan, nucleus, 2.813, , 5.0, 4.0, 16.0, 17.0, 3.0, 22.0, 8.0, 9.0, 28.0, 5.0, 5.0, 28.0, 6.0, 16.0, 6.0, 23.0, 12.0, 3.0, 2.0, 4.0
P50104, 308, 820, 0.1113, nan, 6, nan, nucleus, 2.722, , 9.0, 4.0, 15.0, 17.0, 5.0, 13.0, 4.0, 2.0, 21.0, 7.0, 0, 18.0, 6.0, 18.0, 12.0, 21.0, 8.0, 4.0, 2.0, 5.0
P50107, 7, 321, 0.3694, 6.5e-05, 66, True, , 2.31, , 3.0, 0, 10.0, 20.0, 1.0, 24.0, 2.0, 0, 20.0, 2.0, 1.0, 8.0, 8.0, 6.0, 5.0, 9.0, 3.0, 1.0, 1.0, 0
P50109, 109, 223, 0.1741, 0.001431, 18, nan, cytoplasm; stress granule; cytoplasm; p-body; cytoplasm, 3.138, , 3.0, 0, 7.0, 4.0, 3.0, 1.0, 1.0, 5.0, 10.0, 2.0, 0, 3.0, 3.0, 1.0, 3.0, 6.0, 5.0, 0, 0, 3.0
P50111, 809, 907, 0.1972, 8.2e-05, 18, nan, cytoplasm, 3.762, , 5.0, 0, 5.0, 2.0, 5.0, 2.0, 3.0, 2.0, 7.0, 5.0, 2.0, 4.0, 6.0, 4.0, 3.0, 4.0, 3.0, 4.0, 0, 3.0
P50113, 10, 269, 0.3718, 0.017624, 66, nan, , 2.862, , 6.0, 2.0, 14.0, 15.0, 3.0, 12.0, 0, 1.0, 8.0, 5.0, 0, 11.0, 2.0, 3.0, 5.0, 9.0, 3.0, 2.0, 0, 0
P50264, 8, 503, 0.6238, 0.013868, 90, False, , 2.793, , 5.0, 1.0, 18.0, 17.0, 2.0, 26.0, 7.0, 2.0, 12.0, 8.0, 1.0, 18.0, 9.0, 15.0, 8.0, 14.0, 7.0, 6.0, 0, 0
P50275, 90, 618, 0.2148, 0.006295, 30, False, cytoplasm; cytoskeleton; spindle, 2.949, , 11.0, 0, 20.0, 50.0, 5.0, 15.0, 3.0, 17.0, 40.0, 21.0, 2.0, 16.0, 10.0, 18.0, 20.0, 30.0, 20.0, 4.0, 0, 2.0
P50278, 90, 313, 0.377, 0.000576, 78, True, nucleus; cytoplasm, 2.483, , 2.0, 0, 13.0, 11.0, 3.0, 14.0, 1.0, 2.0, 13.0, 2.0, 1.0, 4.0, 5.0, 4.0, 7.0, 8.0, 3.0, 0, 0, 2.0
P50623, 5, 148, 0.4364, 0.000303, 78, True, nucleus, 2.587, , 5.0, 0, 6.0, 8.0, 1.0, 9.0, 1.0, 0, 11.0, 2.0, 1.0, 4.0, 7.0, 4.0, 4.0, 5.0, 1.0, 1.0, 0, 2.0
P50861, 18, 163, 0.4302, 0.002016, 78, False, mitochondrion intermembrane space, 3.225, , 6.0, 0, 5.0, 10.0, 2.0, 7.0, 4.0, 1.0, 5.0, 2.0, 4.0, 2.0, 2.0, 2.0, 4.0, 4.0, 3.0, 2.0, 2.0, 2.0
P50874, 10, 291, 0.1804, 0.000225, 18, nan, nucleus, 2.932, , 7.0, 2.0, 13.0, 15.0, 4.0, 6.0, 2.0, 3.0, 13.0, 3.0, 2.0, 8.0, 6.0, 7.0, 5.0, 11.0, 8.0, 3.0, 0, 5.0
P50874, 327, 477, 0.1804, 0.000225, 18, nan, nucleus, 3.115, , 8.0, 0, 3.0, 11.0, 0, 4.0, 2.0, 4.0, 10.0, 7.0, 1.0, 4.0, 3.0, 5.0, 9.0, 11.0, 2.0, 1.0, 0, 2.0
P50896, 540, 689, 0.1742, 0.000541, 18, nan, cytoplasm; mitochondrion, 3.482, , 4.0, 0, 6.0, 5.0, 2.0, 5.0, 4.0, 6.0, 10.0, 11.0, 0, 9.0, 2.0, 6.0, 4.0, 7.0, 7.0, 1.0, 1.0, 0
P50942, 1, 119, 0.2633, 8.8e-05, 42, nan, cytoplasm; cytoskeleton; actin patch, 3.607, , 3.0, 0, 2.0, 5.0, 3.0, 8.0, 2.0, 6.0, 7.0, 2.0, 0, 8.0, 3.0, 3.0, 3.0, 8.0, 4.0, 4.0, 1.0, 3.0
P50942, 161, 904, 0.2633, 8.8e-05, 42, nan, cytoplasm; cytoskeleton; actin patch, 2.898, , 12.0, 1.0, 26.0, 28.0, 6.0, 35.0, 7.0, 6.0, 27.0, 11.0, 2.0, 16.0, 10.0, 13.0, 18.0, 23.0, 17.0, 5.0, 0, 12.0
P50946, 70, 233, 0.388, 0.001263, 78, True, cytoplasm, 3.086, , 4.0, 0, 7.0, 8.0, 2.0, 11.0, 2.0, 2.0, 5.0, 5.0, 1.0, 7.0, 5.0, 2.0, 5.0, 3.0, 1.0, 1.0, 1.0, 1.0
P50947, 8, 136, 0.2379, 0.000593, 42, nan, nucleus, 3.132, , 2.0, 0, 7.0, 11.0, 1.0, 3.0, 8.0, 0, 7.0, 12.0, 3.0, 8.0, 6.0, 1.0, 5.0, 4.0, 4.0, 3.0, 0, 2.0
P51401, 6, 186, 0.2922, 0.043549, 54, False, cytoplasm, 2.803, , 4.0, 0, 6.0, 6.0, 2.0, 10.0, 4.0, 5.0, 14.0, 1.0, 0, 10.0, 4.0, 4.0, 7.0, 5.0, 8.0, 3.0, 0, 1.0
P51534, 36, 786, 0.3021, 0.005784, 54, nan, cytoplasm, 2.738, , 12.0, 1.0, 25.0, 44.0, 1.0, 18.0, 5.0, 7.0, 32.0, 12.0, 1.0, 28.0, 16.0, 17.0, 12.0, 31.0, 16.0, 11.0, 0, 3.0
P51601, 30, 234, 0.251, 2e-06, 42, True, , 2.783, , 4.0, 0, 9.0, 20.0, 1.0, 13.0, 4.0, 3.0, 11.0, 6.0, 2.0, 3.0, 1.0, 4.0, 9.0, 7.0, 4.0, 2.0, 1.0, 3.0
P51862, 641, 1354, 0.1835, 0.001173, 18, nan, , 2.46, , 17.0, 0, 24.0, 33.0, 2.0, 31.0, 11.0, 5.0, 51.0, 7.0, 2.0, 21.0, 8.0, 15.0, 21.0, 34.0, 11.0, 3.0, 3.0, 7.0
P51998, 147, 271, 0.2107, 0.005912, 30, nan, mitochondrion, 3.322, , 1.0, 0, 3.0, 12.0, 2.0, 6.0, 1.0, 3.0, 8.0, 4.0, 1.0, 5.0, 3.0, 3.0, 2.0, 4.0, 3.0, 5.0, 0, 3.0
P52286, 82, 184, 0.3634, 1.3e-05, 66, True, nucleus; chromosome; centromere; kinetochore; cytoplasm, 3.052, , 5.0, 1.0, 9.0, 9.0, 1.0, 2.0, 1.0, 4.0, 2.0, 3.0, 0, 5.0, 4.0, 1.0, 7.0, 7.0, 2.0, 1.0, 0, 1.0
P52488, 3, 542, 0.3803, 0.000724, 78, True, nucleus, 2.669, , 13.0, 3.0, 22.0, 19.0, 2.0, 20.0, 2.0, 4.0, 27.0, 6.0, 1.0, 27.0, 11.0, 14.0, 8.0, 21.0, 16.0, 2.0, 0, 3.0
P52489, 7, 501, 0.424, 0.002047, 78, nan, , 3.172, , 16.0, 0, 21.0, 13.0, 1.0, 32.0, 5.0, 5.0, 16.0, 11.0, 0, 11.0, 9.0, 11.0, 10.0, 8.0, 8.0, 5.0, 0, 2.0
P52490, 7, 143, 0.4341, 0.003619, 78, True, , 2.826, , 4.0, 0, 10.0, 10.0, 0, 5.0, 0, 3.0, 6.0, 4.0, 1.0, 6.0, 3.0, 3.0, 4.0, 3.0, 4.0, 1.0, 1.0, 0
P52491, 29, 182, 0.3766, 0.002606, 78, nan, , 2.88, , 2.0, 1.0, 9.0, 10.0, 1.0, 7.0, 1.0, 3.0, 7.0, 3.0, 0, 5.0, 2.0, 1.0, 5.0, 8.0, 2.0, 2.0, 0, 1.0
P52553, 7, 99, 0.5355, 1.9e-05, 90, True, nucleus, 2.64, , 1.0, 0, 4.0, 17.0, 1.0, 1.0, 0, 1.0, 5.0, 5.0, 0, 3.0, 2.0, 7.0, 4.0, 2.0, 5.0, 3.0, 0, 1.0
P52868, 131, 257, 0.2176, 0.006009, 30, nan, nucleus; cytoplasm, 3.0, , 2.0, 1.0, 7.0, 2.0, 1.0, 2.0, 4.0, 2.0, 5.0, 7.0, 0, 9.0, 3.0, 5.0, 3.0, 7.0, 2.0, 0, 1.0, 4.0
P52892, 46, 501, 0.2391, 4e-06, 42, nan, nucleus; cytoplasm, 2.731, , 4.0, 1.0, 14.0, 24.0, 0, 28.0, 3.0, 2.0, 20.0, 8.0, 0, 8.0, 9.0, 11.0, 7.0, 13.0, 5.0, 5.0, 0, 3.0
P52893, 131, 590, 0.3732, 3.2e-05, 78, True, mitochondrion matrix, 2.726, , 8.0, 0, 7.0, 33.0, 1.0, 27.0, 4.0, 4.0, 19.0, 5.0, 1.0, 9.0, 8.0, 13.0, 6.0, 18.0, 4.0, 3.0, 0, 3.0
P52910, 9, 677, 0.366, 0.000231, 66, False, nucleus; cytoplasm, 2.74, , 15.0, 0, 21.0, 22.0, 2.0, 52.0, 5.0, 1.0, 24.0, 3.0, 0, 21.0, 15.0, 8.0, 11.0, 13.0, 11.0, 5.0, 0, 3.0
P52920, 46, 321, 0.2384, 0.001477, 42, False, nucleus; cytoplasm, 3.134, , 6.0, 3.0, 13.0, 13.0, 0, 22.0, 2.0, 4.0, 14.0, 5.0, 1.0, 5.0, 9.0, 1.0, 3.0, 9.0, 5.0, 1.0, 1.0, 1.0
P52960, 23, 843, 0.3238, 0.004392, 66, nan, nucleus, 2.943, , 16.0, 4.0, 25.0, 40.0, 3.0, 17.0, 3.0, 10.0, 45.0, 19.0, 4.0, 24.0, 17.0, 17.0, 22.0, 23.0, 23.0, 11.0, 1.0, 7.0
P53009, 13, 615, 0.1752, 0.000572, 18, nan, , 2.578, , 3.0, 0, 19.0, 26.0, 3.0, 12.0, 7.0, 2.0, 30.0, 5.0, 2.0, 15.0, 17.0, 11.0, 7.0, 35.0, 17.0, 6.0, 1.0, 4.0
P53010, 4, 345, 0.2134, 5e-06, 30, nan, cytoplasm, 3.217, , 3.0, 0, 7.0, 6.0, 3.0, 17.0, 1.0, 3.0, 9.0, 9.0, 3.0, 14.0, 7.0, 6.0, 11.0, 17.0, 13.0, 2.0, 1.0, 4.0
P53010, 435, 1100, 0.2134, 5e-06, 30, nan, cytoplasm, 2.807, , 6.0, 2.0, 16.0, 35.0, 3.0, 27.0, 10.0, 11.0, 26.0, 9.0, 1.0, 25.0, 6.0, 9.0, 14.0, 22.0, 20.0, 4.0, 0, 7.0
P53032, 160, 293, 0.1554, 0.014622, 6, nan, nucleus; cytoplasm, 2.832, , 2.0, 1.0, 7.0, 1.0, 1.0, 4.0, 1.0, 2.0, 14.0, 4.0, 0, 6.0, 3.0, 1.0, 5.0, 8.0, 6.0, 1.0, 0, 2.0
P53036, 150, 406, 0.0951, 0.0277, 6, nan, , 3.518, , 5.0, 0, 10.0, 14.0, 3.0, 6.0, 3.0, 7.0, 5.0, 8.0, 3.0, 12.0, 10.0, 4.0, 1.0, 16.0, 4.0, 3.0, 0, 6.0
P53036, 534, 732, 0.0951, 0.0277, 6, nan, , 3.175, , 1.0, 0, 14.0, 8.0, 6.0, 6.0, 0, 6.0, 13.0, 6.0, 3.0, 9.0, 4.0, 4.0, 4.0, 8.0, 7.0, 1.0, 1.0, 5.0
P53038, 5, 350, 0.2036, 5.1e-05, 30, nan, nucleus; chromosome; telomere, 2.93, , 7.0, 0, 14.0, 19.0, 4.0, 9.0, 4.0, 3.0, 16.0, 9.0, 1.0, 7.0, 5.0, 5.0, 12.0, 16.0, 10.0, 4.0, 0, 1.0
P53038, 427, 559, 0.2036, 5.1e-05, 30, nan, nucleus; chromosome; telomere, 3.328, , 3.0, 1.0, 4.0, 6.0, 4.0, 6.0, 0, 1.0, 7.0, 5.0, 1.0, 4.0, 5.0, 4.0, 5.0, 4.0, 2.0, 2.0, 0, 1.0
P53040, 13, 108, 0.1775, 0.000354, 18, False, nucleus, 3.821, , 3.0, 0, 8.0, 7.0, 1.0, 5.0, 1.0, 2.0, 6.0, 6.0, 1.0, 5.0, 1.0, 2.0, 3.0, 7.0, 3.0, 10.0, 0, 6.0
P53040, 223, 513, 0.1775, 0.000354, 18, False, nucleus, 2.727, , 7.0, 0, 12.0, 15.0, 4.0, 12.0, 5.0, 3.0, 15.0, 4.0, 1.0, 7.0, 6.0, 11.0, 7.0, 13.0, 10.0, 1.0, 0, 2.0
P53043, 8, 503, 0.3819, 0.000203, 78, False, nucleus, 2.732, , 15.0, 0, 16.0, 17.0, 1.0, 24.0, 2.0, 5.0, 29.0, 7.0, 3.0, 16.0, 10.0, 8.0, 10.0, 7.0, 3.0, 1.0, 0, 2.0
P53044, 21, 187, 0.3752, 0.000242, 78, nan, , 3.099, , 2.0, 0, 8.0, 10.0, 2.0, 10.0, 0, 3.0, 6.0, 5.0, 2.0, 6.0, 2.0, 4.0, 6.0, 8.0, 2.0, 2.0, 0, 2.0
P53046, 446, 1142, 0.4104, 0.006764, 78, nan, , 2.598, , 14.0, 0, 26.0, 28.0, 5.0, 23.0, 9.0, 3.0, 50.0, 10.0, 1.0, 24.0, 13.0, 20.0, 10.0, 24.0, 11.0, 9.0, 1.0, 8.0
P53051, 7, 587, 0.3945, 0.000804, 78, nan, mitochondrion, 2.448, , 7.0, 0, 22.0, 32.0, 0, 27.0, 3.0, 1.0, 22.0, 2.0, 0, 11.0, 17.0, 1.0, 5.0, 13.0, 4.0, 5.0, 0, 2.0
P53063, 6, 383, 0.2436, 0.000733, 42, False, nucleus, 2.693, , 9.0, 0, 15.0, 19.0, 3.0, 19.0, 4.0, 3.0, 18.0, 4.0, 1.0, 14.0, 3.0, 7.0, 11.0, 16.0, 6.0, 4.0, 0, 1.0
P53064, 239, 437, 0.2862, 0.00027, 54, False, nucleus; nucleoplasm, 2.774, , 4.0, 0, 8.0, 11.0, 0, 10.0, 2.0, 1.0, 18.0, 5.0, 3.0, 8.0, 3.0, 6.0, 11.0, 9.0, 7.0, 7.0, 0, 4.0
P53065, 20, 398, 0.2722, 0.001918, 54, nan, , 2.628, , 4.0, 0, 15.0, 15.0, 4.0, 14.0, 2.0, 6.0, 16.0, 3.0, 0, 12.0, 10.0, 5.0, 8.0, 15.0, 3.0, 0, 0, 2.0
P53066, 11, 144, 0.5473, 7.6e-05, 90, True, , 1.962, , 0, 0, 12.0, 12.0, 1.0, 5.0, 1.0, 0, 4.0, 1.0, 0, 3.0, 1.0, 3.0, 4.0, 1.0, 1.0, 2.0, 0, 2.0
P53067, 6, 849, 0.4072, 0.002484, 78, True, nucleus; nuclear pore complex; cytoplasm, 2.779, , 17.0, 2.0, 31.0, 52.0, 5.0, 14.0, 9.0, 9.0, 23.0, 9.0, 1.0, 31.0, 12.0, 25.0, 10.0, 33.0, 19.0, 11.0, 1.0, 6.0
P53068, 34, 220, 0.2416, 0.002411, 42, nan, nucleus; cytoplasm, 3.088, , 4.0, 0, 12.0, 8.0, 2.0, 8.0, 3.0, 5.0, 5.0, 4.0, 1.0, 5.0, 3.0, 4.0, 6.0, 4.0, 1.0, 2.0, 0, 0
P53070, 37, 659, 0.1583, 0.003004, 6, nan, mitochondrion, 2.996, , 13.0, 3.0, 18.0, 15.0, 4.0, 36.0, 5.0, 3.0, 16.0, 7.0, 1.0, 12.0, 12.0, 18.0, 18.0, 12.0, 10.0, 7.0, 0, 4.0
P53072, 112, 278, 0.2404, 0.000165, 42, False, nucleus; cytoplasm, 2.649, , 1.0, 1.0, 6.0, 7.0, 3.0, 4.0, 0, 0, 16.0, 3.0, 2.0, 11.0, 4.0, 3.0, 5.0, 6.0, 5.0, 4.0, 0, 2.0
P53075, 275, 551, 0.1241, 0.000304, 6, nan, mitochondrion, 2.659, , 13.0, 0, 15.0, 32.0, 1.0, 8.0, 3.0, 4.0, 25.0, 9.0, 2.0, 9.0, 0, 14.0, 11.0, 14.0, 7.0, 5.0, 0, 2.0
P53076, 508, 610, 0.2553, 1.4e-05, 42, nan, cytoplasm; nucleus, 3.877, , 2.0, 1.0, 7.0, 5.0, 4.0, 12.0, 1.0, 4.0, 5.0, 4.0, 0, 5.0, 3.0, 2.0, 2.0, 4.0, 3.0, 5.0, 0, 2.0
P53076, 686, 953, 0.2553, 1.4e-05, 42, nan, cytoplasm; nucleus, 3.067, , 6.0, 0, 20.0, 17.0, 3.0, 10.0, 3.0, 5.0, 14.0, 9.0, 2.0, 19.0, 6.0, 5.0, 8.0, 17.0, 5.0, 9.0, 0, 4.0
P53078, 55, 272, 0.3228, 6e-05, 66, True, , 2.573, , 2.0, 0, 8.0, 11.0, 1.0, 9.0, 3.0, 3.0, 11.0, 2.0, 0, 6.0, 5.0, 5.0, 6.0, 8.0, 2.0, 3.0, 0, 0
P53081, 5, 277, 0.4587, 3.5e-05, 90, True, mitochondrion, 2.658, , 9.0, 0, 9.0, 7.0, 1.0, 13.0, 3.0, 1.0, 13.0, 3.0, 1.0, 9.0, 4.0, 9.0, 8.0, 9.0, 6.0, 1.0, 1.0, 2.0
P53086, 150, 693, 0.2043, 6e-06, 30, False, cytoplasm; cytoskeleton, 3.07, , 9.0, 1.0, 18.0, 35.0, 1.0, 16.0, 9.0, 11.0, 20.0, 19.0, 6.0, 18.0, 9.0, 17.0, 25.0, 25.0, 20.0, 10.0, 0, 7.0
P53088, 20, 329, 0.1874, 0.000175, 18, nan, cytoplasm; mitochondrion, 3.225, , 10.0, 1.0, 7.0, 10.0, 2.0, 21.0, 3.0, 3.0, 16.0, 7.0, 2.0, 9.0, 3.0, 6.0, 14.0, 9.0, 4.0, 7.0, 0, 1.0
P53090, 59, 495, 0.3534, 2.3e-05, 66, True, cytoplasm, 2.975, , 14.0, 0, 14.0, 19.0, 1.0, 24.0, 3.0, 3.0, 24.0, 5.0, 1.0, 9.0, 13.0, 7.0, 4.0, 16.0, 5.0, 5.0, 1.0, 3.0
P53091, 260, 405, 0.1638, 7e-06, 6, nan, nucleus, 3.47, , 2.0, 0, 7.0, 6.0, 7.0, 5.0, 0, 4.0, 4.0, 1.0, 2.0, 3.0, 7.0, 1.0, 12.0, 8.0, 9.0, 5.0, 0, 1.0
P53091, 452, 837, 0.1638, 7e-06, 6, nan, nucleus, 3.236, , 17.0, 2.0, 16.0, 23.0, 2.0, 20.0, 6.0, 7.0, 15.0, 7.0, 2.0, 15.0, 6.0, 6.0, 16.0, 21.0, 4.0, 11.0, 0, 3.0
