chr	track	poi	end	ext_start	ext_end	value	origin
chrXI	8694	549424	549425	549379	549529	549454	SLiM-ChIP
chrXI	8695	549448	549449	549379	549529	549454	SLiM-ChIP
chrXI	8696	549514	549515	549379	549529	549454	SLiM-ChIP
chrXI	8695	549448	549449	549439	549589	549514	Henikoff-ChEC
chrXI	8696	549514	549515	549439	549589	549514	Henikoff-ChEC
chrXI	8697	551224	551225	551149	551299	551224	Henikoff-ChEC
chrXI	8698	551402	551403	551327	551477	551402	Henikoff-ChEC
chrXI	8699	551456	551457	551327	551477	551402	Henikoff-ChEC
chrXI	8698	551402	551403	551381	551531	551456	Hahn-ChEC
chrXI	8699	551456	551457	551381	551531	551456	Hahn-ChEC
chrXI	8700	551506	551507	551381	551531	551456	Hahn-ChEC
chrXI	8699	551456	551457	551431	551581	551506	Henikoff-ChEC
chrXI	8700	551506	551507	551431	551581	551506	Henikoff-ChEC
chrXI	8701	551578	551579	551431	551581	551506	Henikoff-ChEC
chrXI	8699	551456	551457	551447	551597	551522	Pugh-Chip-exo
chrXI	8700	551506	551507	551447	551597	551522	Pugh-Chip-exo
chrXI	8701	551578	551579	551447	551597	551522	Pugh-Chip-exo
chrXI	8699	551456	551457	551449	551599	551524	SLiM-ChIP
chrXI	8700	551506	551507	551449	551599	551524	SLiM-ChIP
chrXI	8701	551578	551579	551449	551599	551524	SLiM-ChIP
chrXI	8700	551506	551507	551503	551653	551578	Pugh-Chip-exo
chrXI	8701	551578	551579	551503	551653	551578	Pugh-Chip-exo
chrXI	8701	551578	551579	551509	551659	551584	Henikoff-ChEC
chrXI	8702	552384	552385	552309	552459	552384	Henikoff-ChEC
chrXI	8703	552494	552495	552419	552569	552494	SLiM-ChIP
chrXI	8704	554576	554577	554501	554651	554576	Henikoff-ChEC
chrXI	8705	554720	554721	554645	554795	554720	Hahn-ChEC
chrXI	8706	554773	554774	554645	554795	554720	Hahn-ChEC
chrXI	8705	554720	554721	554659	554809	554734	Henikoff-ChEC
chrXI	8706	554773	554774	554659	554809	554734	Henikoff-ChEC
chrXI	8705	554720	554721	554698	554848	554773	Henikoff-ChEC
chrXI	8706	554773	554774	554698	554848	554773	Henikoff-ChEC
chrXI	8707	554832	554833	554698	554848	554773	Henikoff-ChEC
chrXI	8705	554720	554721	554709	554859	554784	SLiM-ChIP
chrXI	8706	554773	554774	554709	554859	554784	SLiM-ChIP
chrXI	8707	554832	554833	554709	554859	554784	SLiM-ChIP
chrXI	8705	554720	554721	554719	554869	554794	Pugh-Chip-exo
chrXI	8706	554773	554774	554719	554869	554794	Pugh-Chip-exo
chrXI	8707	554832	554833	554719	554869	554794	Pugh-Chip-exo
chrXI	8706	554773	554774	554757	554907	554832	Henikoff-ChEC
chrXI	8707	554832	554833	554757	554907	554832	Henikoff-ChEC
chrXI	8708	556434	556435	556359	556509	556434	Henikoff-ChEC
chrXI	8709	557690	557691	557615	557765	557690	Henikoff-ChEC
chrXI	8710	559496	559497	559421	559571	559496	Hahn-ChEC
chrXI	8711	565794	565795	565719	565869	565794	Henikoff-ChEC
chrXI	8712	565955	565956	565880	566030	565955	Henikoff-ChEC
chrXI	8713	565998	565999	565880	566030	565955	Henikoff-ChEC
chrXI	8712	565955	565956	565923	566073	565998	SLiM-ChIP
chrXI	8713	565998	565999	565923	566073	565998	SLiM-ChIP
chrXI	8714	566056	566057	565923	566073	565998	SLiM-ChIP
chrXI	8713	565998	565999	565981	566131	566056	Henikoff-ChEC
chrXI	8714	566056	566057	565981	566131	566056	Henikoff-ChEC
chrXI	8715	566220	566221	566145	566295	566220	Henikoff-ChEC
chrXI	8716	567276	567277	567201	567351	567276	Henikoff-ChEC
chrXI	8717	567374	567375	567299	567449	567374	Henikoff-ChEC
chrXI	8718	567672	567673	567597	567747	567672	Henikoff-ChEC
chrXI	8719	567774	567775	567699	567849	567774	Henikoff-ChEC
chrXI	8720	570836	570837	570761	570911	570836	Henikoff-ChEC
chrXI	8721	571054	571055	570979	571129	571054	Henikoff-ChEC
chrXI	8722	571172	571173	571097	571247	571172	Pugh-Chip-exo
chrXI	8722	571172	571173	571101	571251	571176	Hahn-ChEC
chrXI	8723	571270	571271	571195	571345	571270	Henikoff-ChEC
chrXI	8724	571308	571309	571195	571345	571270	Henikoff-ChEC
chrXI	8723	571270	571271	571233	571383	571308	Pugh-Chip-exo
chrXI	8724	571308	571309	571233	571383	571308	Pugh-Chip-exo
chrXI	8725	571382	571383	571233	571383	571308	Pugh-Chip-exo
chrXI	8723	571270	571271	571247	571397	571322	SLiM-ChIP
chrXI	8724	571308	571309	571247	571397	571322	SLiM-ChIP
chrXI	8725	571382	571383	571247	571397	571322	SLiM-ChIP
chrXI	8723	571270	571271	571265	571415	571340	Henikoff-ChEC
chrXI	8724	571308	571309	571265	571415	571340	Henikoff-ChEC
chrXI	8725	571382	571383	571265	571415	571340	Henikoff-ChEC
chrXI	8724	571308	571309	571307	571457	571382	Henikoff-ChEC
chrXI	8725	571382	571383	571307	571457	571382	Henikoff-ChEC
chrXI	8726	575908	575909	575833	575983	575908	Henikoff-ChEC
chrXI	8727	576138	576139	576063	576213	576138	SLiM-ChIP
chrXI	8728	576361	576362	576286	576436	576361	Henikoff-ChEC
chrXI	8729	578374	578375	578299	578449	578374	Henikoff-ChEC
chrXI	8729	578374	578375	578307	578457	578382	SLiM-ChIP
chrXI	8729	578374	578375	578321	578471	578396	Pugh-Chip-exo
chrXI	8729	578374	578375	578340	578490	578415	Henikoff-ChEC
chrXI	8730	578566	578567	578491	578641	578566	Henikoff-ChEC
chrXI	8731	578788	578789	578713	578863	578788	Henikoff-ChEC
chrXI	8732	578964	578965	578889	579039	578964	Pugh-Chip-exo
chrXI	8733	578992	578993	578889	579039	578964	Pugh-Chip-exo
chrXI	8732	578964	578965	578917	579067	578992	Henikoff-ChEC
chrXI	8733	578992	578993	578917	579067	578992	Henikoff-ChEC
chrXI	8734	579052	579053	578917	579067	578992	Henikoff-ChEC
chrXI	8733	578992	578993	578977	579127	579052	SLiM-ChIP
chrXI	8734	579052	579053	578977	579127	579052	SLiM-ChIP
chrXI	8734	579052	579053	579053	579203	579128	Henikoff-ChEC
chrXI	8735	579128	579129	579053	579203	579128	Henikoff-ChEC
chrXI	8736	580252	580253	580177	580327	580252	Henikoff-ChEC
chrXI	8737	580298	580299	580177	580327	580252	Henikoff-ChEC
chrXI	8736	580252	580253	580223	580373	580298	Henikoff-ChEC
chrXI	8737	580298	580299	580223	580373	580298	Henikoff-ChEC
chrXI	8738	580916	580917	580841	580991	580916	Henikoff-ChEC
chrXI	8739	580988	580989	580841	580991	580916	Henikoff-ChEC
chrXI	8738	580916	580917	580913	581063	580988	Henikoff-ChEC
chrXI	8739	580988	580989	580913	581063	580988	Henikoff-ChEC
chrXI	8740	581032	581033	580913	581063	580988	Henikoff-ChEC
chrXI	8739	580988	580989	580957	581107	581032	Henikoff-ChEC
chrXI	8740	581032	581033	580957	581107	581032	Henikoff-ChEC
chrXI	8741	581128	581129	581053	581203	581128	Henikoff-ChEC
chrXI	8742	581324	581325	581249	581399	581324	Henikoff-ChEC
chrXI	8743	581356	581357	581249	581399	581324	Henikoff-ChEC
chrXI	8744	581395	581396	581249	581399	581324	Henikoff-ChEC
chrXI	8742	581324	581325	581281	581431	581356	SLiM-ChIP
chrXI	8743	581356	581357	581281	581431	581356	SLiM-ChIP
chrXI	8744	581395	581396	581281	581431	581356	SLiM-ChIP
chrXI	8742	581324	581325	581297	581447	581372	Pugh-Chip-exo
chrXI	8743	581356	581357	581297	581447	581372	Pugh-Chip-exo
chrXI	8744	581395	581396	581297	581447	581372	Pugh-Chip-exo
chrXI	8745	581444	581445	581297	581447	581372	Pugh-Chip-exo
chrXI	8742	581324	581325	581320	581470	581395	Henikoff-ChEC
chrXI	8743	581356	581357	581320	581470	581395	Henikoff-ChEC
chrXI	8744	581395	581396	581320	581470	581395	Henikoff-ChEC
chrXI	8745	581444	581445	581320	581470	581395	Henikoff-ChEC
chrXI	8744	581395	581396	581369	581519	581444	Henikoff-ChEC
chrXI	8745	581444	581445	581369	581519	581444	Henikoff-ChEC
chrXI	8746	581840	581841	581765	581915	581840	Henikoff-ChEC
chrXI	8747	582106	582107	582031	582181	582106	Henikoff-ChEC
chrXI	8748	582144	582145	582031	582181	582106	Henikoff-ChEC
chrXI	8747	582106	582107	582069	582219	582144	Henikoff-ChEC
chrXI	8748	582144	582145	582069	582219	582144	Henikoff-ChEC
chrXI	8749	583424	583425	583349	583499	583424	Henikoff-ChEC
chrXI	8750	584914	584915	584839	584989	584914	Henikoff-ChEC
chrXI	8751	589660	589661	589585	589735	589660	Henikoff-ChEC
chrXI	8752	589726	589727	589585	589735	589660	Henikoff-ChEC
chrXI	8751	589660	589661	589651	589801	589726	Henikoff-ChEC
chrXI	8752	589726	589727	589651	589801	589726	Henikoff-ChEC
chrXI	8753	589768	589769	589651	589801	589726	Henikoff-ChEC
chrXI	8752	589726	589727	589693	589843	589768	Henikoff-ChEC
chrXI	8753	589768	589769	589693	589843	589768	Henikoff-ChEC
chrXI	8754	589944	589945	589869	590019	589944	Henikoff-ChEC
chrXI	8755	590002	590003	589869	590019	589944	Henikoff-ChEC
chrXI	8754	589944	589945	589927	590077	590002	Henikoff-ChEC
chrXI	8755	590002	590003	589927	590077	590002	Henikoff-ChEC
chrXI	8756	590100	590101	590025	590175	590100	Hahn-ChEC
chrXI	8757	590152	590153	590025	590175	590100	Hahn-ChEC
chrXI	8756	590100	590101	590077	590227	590152	Henikoff-ChEC
chrXI	8757	590152	590153	590077	590227	590152	Henikoff-ChEC
chrXI	8758	590214	590215	590077	590227	590152	Henikoff-ChEC
chrXI	8757	590152	590153	590139	590289	590214	Henikoff-ChEC
chrXI	8758	590214	590215	590139	590289	590214	Henikoff-ChEC
chrXI	8759	590374	590375	590299	590449	590374	Henikoff-ChEC
chrXI	8760	592620	592621	592545	592695	592620	Henikoff-ChEC
chrXI	8761	592654	592655	592545	592695	592620	Henikoff-ChEC
chrXI	8762	592682	592683	592545	592695	592620	Henikoff-ChEC
chrXI	8760	592620	592621	592579	592729	592654	Henikoff-ChEC
chrXI	8761	592654	592655	592579	592729	592654	Henikoff-ChEC
chrXI	8762	592682	592683	592579	592729	592654	Henikoff-ChEC
chrXI	8763	592720	592721	592579	592729	592654	Henikoff-ChEC
chrXI	8760	592620	592621	592607	592757	592682	SLiM-ChIP
chrXI	8761	592654	592655	592607	592757	592682	SLiM-ChIP
chrXI	8762	592682	592683	592607	592757	592682	SLiM-ChIP
chrXI	8763	592720	592721	592607	592757	592682	SLiM-ChIP
chrXI	8760	592620	592621	592617	592767	592692	Pugh-Chip-exo
chrXI	8761	592654	592655	592617	592767	592692	Pugh-Chip-exo
chrXI	8762	592682	592683	592617	592767	592692	Pugh-Chip-exo
chrXI	8763	592720	592721	592617	592767	592692	Pugh-Chip-exo
chrXI	8761	592654	592655	592645	592795	592720	Henikoff-ChEC
chrXI	8762	592682	592683	592645	592795	592720	Henikoff-ChEC
chrXI	8763	592720	592721	592645	592795	592720	Henikoff-ChEC
chrXI	8762	592682	592683	592661	592811	592736	Hahn-ChEC
chrXI	8763	592720	592721	592661	592811	592736	Hahn-ChEC
chrXI	8764	592916	592917	592841	592991	592916	Henikoff-ChEC
chrXI	8765	599028	599029	598953	599103	599028	Henikoff-ChEC
chrXI	8766	599218	599219	599143	599293	599218	Henikoff-ChEC
chrXI	8767	599564	599565	599489	599639	599564	Henikoff-ChEC
chrXI	8768	599970	599971	599895	600045	599970	Henikoff-ChEC
chrXI	8769	605476	605477	605401	605551	605476	Henikoff-ChEC
chrXI	8770	605566	605567	605491	605641	605566	Henikoff-ChEC
chrXI	8771	605738	605739	605663	605813	605738	Henikoff-ChEC
chrXI	8772	608541	608542	608466	608616	608541	Henikoff-ChEC
chrXI	8773	608676	608677	608601	608751	608676	Henikoff-ChEC
chrXI	8774	608712	608713	608601	608751	608676	Henikoff-ChEC
chrXI	8773	608676	608677	608637	608787	608712	Henikoff-ChEC
chrXI	8774	608712	608713	608637	608787	608712	Henikoff-ChEC
chrXI	8775	608766	608767	608637	608787	608712	Henikoff-ChEC
chrXI	8774	608712	608713	608691	608841	608766	Henikoff-ChEC
chrXI	8775	608766	608767	608691	608841	608766	Henikoff-ChEC
chrXI	8776	611092	611093	611017	611167	611092	Henikoff-ChEC
chrXI	8777	611306	611307	611231	611381	611306	Henikoff-ChEC
chrXI	8778	612394	612395	612319	612469	612394	SLiM-ChIP
chrXI	8779	614118	614119	614043	614193	614118	Henikoff-ChEC
chrXI	8780	614292	614293	614217	614367	614292	Henikoff-ChEC
chrXI	8781	614335	614336	614217	614367	614292	Henikoff-ChEC
chrXI	8780	614292	614293	614260	614410	614335	Henikoff-ChEC
chrXI	8781	614335	614336	614260	614410	614335	Henikoff-ChEC
chrXI	8782	614388	614389	614260	614410	614335	Henikoff-ChEC
chrXI	8781	614335	614336	614313	614463	614388	Henikoff-ChEC
chrXI	8782	614388	614389	614313	614463	614388	Henikoff-ChEC
chrXI	8783	614542	614543	614467	614617	614542	Henikoff-ChEC
chrXI	8784	614786	614787	614711	614861	614786	Henikoff-ChEC
chrXI	8785	614876	614877	614801	614951	614876	Henikoff-ChEC
chrXI	8786	614992	614993	614917	615067	614992	Henikoff-ChEC
chrXI	8787	615052	615053	614917	615067	614992	Henikoff-ChEC
chrXI	8786	614992	614993	614977	615127	615052	Henikoff-ChEC
chrXI	8787	615052	615053	614977	615127	615052	Henikoff-ChEC
chrXI	8788	615220	615221	615145	615295	615220	Henikoff-ChEC
chrXI	8789	615304	615305	615229	615379	615304	Henikoff-ChEC
chrXI	8790	615378	615379	615229	615379	615304	Henikoff-ChEC
chrXI	8789	615304	615305	615303	615453	615378	Henikoff-ChEC
chrXI	8790	615378	615379	615303	615453	615378	Henikoff-ChEC
chrXI	8791	618844	618845	618769	618919	618844	SLiM-ChIP
chrXI	8792	619050	619051	618975	619125	619050	Henikoff-ChEC
chrXI	8793	619498	619499	619423	619573	619498	Henikoff-ChEC
chrXI	8794	619546	619547	619423	619573	619498	Henikoff-ChEC
chrXI	8793	619498	619499	619471	619621	619546	SLiM-ChIP
chrXI	8794	619546	619547	619471	619621	619546	SLiM-ChIP
chrXI	8795	619590	619591	619471	619621	619546	SLiM-ChIP
chrXI	8794	619546	619547	619515	619665	619590	Henikoff-ChEC
chrXI	8795	619590	619591	619515	619665	619590	Henikoff-ChEC
chrXI	8796	625505	625506	625430	625580	625505	Henikoff-ChEC
chrXI	8797	625800	625801	625725	625875	625800	Henikoff-ChEC
chrXI	8798	626406	626407	626331	626481	626406	Henikoff-ChEC
chrXI	8799	630242	630243	630167	630317	630242	Henikoff-ChEC
chrXI	8800	630316	630317	630167	630317	630242	Henikoff-ChEC
chrXI	8799	630242	630243	630241	630391	630316	Henikoff-ChEC
chrXI	8800	630316	630317	630241	630391	630316	Henikoff-ChEC
chrXI	8801	630520	630521	630445	630595	630520	Henikoff-ChEC
chrXI	8802	630650	630651	630575	630725	630650	Henikoff-ChEC
chrXI	8803	630684	630685	630575	630725	630650	Henikoff-ChEC
chrXI	8804	630715	630716	630575	630725	630650	Henikoff-ChEC
chrXI	8802	630650	630651	630609	630759	630684	SLiM-ChIP
chrXI	8803	630684	630685	630609	630759	630684	SLiM-ChIP
chrXI	8804	630715	630716	630609	630759	630684	SLiM-ChIP
chrXI	8802	630650	630651	630640	630790	630715	Henikoff-ChEC
chrXI	8803	630684	630685	630640	630790	630715	Henikoff-ChEC
chrXI	8804	630715	630716	630640	630790	630715	Henikoff-ChEC
chrXI	8805	630911	630912	630836	630986	630911	Henikoff-ChEC
chrXI	8806	635196	635197	635121	635271	635196	Henikoff-ChEC
chrXI	8807	635360	635361	635285	635435	635360	Hahn-ChEC
chrXI	8808	635394	635395	635285	635435	635360	Hahn-ChEC
chrXI	8807	635360	635361	635319	635469	635394	Henikoff-ChEC
chrXI	8808	635394	635395	635319	635469	635394	Henikoff-ChEC
chrXI	8809	640190	640191	640115	640265	640190	Henikoff-ChEC
chrXI	8810	642602	642603	642527	642677	642602	Henikoff-ChEC
chrXI	8811	642830	642831	642755	642905	642830	SLiM-ChIP
chrXI	8811	642830	642831	642767	642917	642842	Henikoff-ChEC
chrXI	8812	642907	642908	642767	642917	642842	Henikoff-ChEC
chrXI	8812	642907	642908	642832	642982	642907	Henikoff-ChEC
chrXI	8813	643089	643090	643014	643164	643089	Henikoff-ChEC
chrXI	8814	643264	643265	643189	643339	643264	Henikoff-ChEC
chrXI	8815	645158	645159	645083	645233	645158	Henikoff-ChEC
chrXI	8816	645413	645414	645338	645488	645413	Henikoff-ChEC
chrXI	8817	645563	645564	645488	645638	645563	Henikoff-ChEC
chrXI	8818	650022	650023	649947	650097	650022	Henikoff-ChEC
chrXI	8819	650376	650377	650301	650451	650376	Henikoff-ChEC
chrXI	8820	665044	665045	664969	665119	665044	Henikoff-ChEC
chrXI	8821	665748	665749	665673	665823	665748	Henikoff-ChEC
chrXI	8822	665907	665908	665832	665982	665907	Henikoff-ChEC
chrXI	8823	665948	665949	665832	665982	665907	Henikoff-ChEC
chrXI	8822	665907	665908	665873	666023	665948	SLiM-ChIP
chrXI	8823	665948	665949	665873	666023	665948	SLiM-ChIP
chrXI	8824	666000	666001	665873	666023	665948	SLiM-ChIP
chrXI	8823	665948	665949	665925	666075	666000	Henikoff-ChEC
chrXI	8824	666000	666001	665925	666075	666000	Henikoff-ChEC
chrXI	8825	666201	666202	666126	666276	666201	Henikoff-ChEC
chrXI	8826	666378	666379	666303	666453	666378	Henikoff-ChEC
chrXI	8827	666462	666463	666387	666537	666462	Henikoff-ChEC
chrXI	8828	666506	666507	666387	666537	666462	Henikoff-ChEC
chrXI	8827	666462	666463	666431	666581	666506	Henikoff-ChEC
chrXI	8828	666506	666507	666431	666581	666506	Henikoff-ChEC
chrXI	8829	666572	666573	666431	666581	666506	Henikoff-ChEC
chrXI	8828	666506	666507	666497	666647	666572	Henikoff-ChEC
chrXI	8829	666572	666573	666497	666647	666572	Henikoff-ChEC
chrXI	8830	666661	666662	666586	666736	666661	Henikoff-ChEC
chrXII	8831	84	85	9	159	84	Henikoff-ChEC
chrXII	8832	236	237	161	311	236	SLiM-ChIP
chrXII	8833	290	291	161	311	236	SLiM-ChIP
chrXII	8832	236	237	215	365	290	Henikoff-ChEC
chrXII	8833	290	291	215	365	290	Henikoff-ChEC
chrXII	8834	396	397	321	471	396	Henikoff-ChEC
chrXII	8835	514	515	439	589	514	Henikoff-ChEC
chrXII	8836	728	729	653	803	728	Henikoff-ChEC
chrXII	8837	3778	3779	3703	3853	3778	Henikoff-ChEC
chrXII	8838	5018	5019	4943	5093	5018	Henikoff-ChEC
chrXII	8839	5304	5305	5229	5379	5304	Henikoff-ChEC
chrXII	8839	5304	5305	5305	5455	5380	Henikoff-ChEC
chrXII	8840	5380	5381	5305	5455	5380	Henikoff-ChEC
chrXII	8841	5442	5443	5305	5455	5380	Henikoff-ChEC
chrXII	8840	5380	5381	5367	5517	5442	Henikoff-ChEC
chrXII	8841	5442	5443	5367	5517	5442	Henikoff-ChEC
chrXII	8842	5508	5509	5367	5517	5442	Henikoff-ChEC
chrXII	8841	5442	5443	5433	5583	5508	Henikoff-ChEC
chrXII	8842	5508	5509	5433	5583	5508	Henikoff-ChEC
chrXII	8843	5558	5559	5433	5583	5508	Henikoff-ChEC
chrXII	8842	5508	5509	5483	5633	5558	SLiM-ChIP
chrXII	8843	5558	5559	5483	5633	5558	SLiM-ChIP
chrXII	8844	5614	5615	5483	5633	5558	SLiM-ChIP
chrXII	8842	5508	5509	5493	5643	5568	Hahn-ChEC
chrXII	8843	5558	5559	5493	5643	5568	Hahn-ChEC
chrXII	8844	5614	5615	5493	5643	5568	Hahn-ChEC
chrXII	8845	5636	5637	5493	5643	5568	Hahn-ChEC
chrXII	8843	5558	5559	5539	5689	5614	Hahn-ChEC
chrXII	8844	5614	5615	5539	5689	5614	Hahn-ChEC
chrXII	8845	5636	5637	5539	5689	5614	Hahn-ChEC
chrXII	8844	5614	5615	5561	5711	5636	Henikoff-ChEC
chrXII	8845	5636	5637	5561	5711	5636	Henikoff-ChEC
chrXII	8846	5763	5764	5688	5838	5763	Henikoff-ChEC
chrXII	8847	5828	5829	5688	5838	5763	Henikoff-ChEC
chrXII	8846	5763	5764	5753	5903	5828	Henikoff-ChEC
chrXII	8847	5828	5829	5753	5903	5828	Henikoff-ChEC
chrXII	8848	5961	5962	5886	6036	5961	Henikoff-ChEC
chrXII	8849	6150	6151	6075	6225	6150	Henikoff-ChEC
chrXII	8850	6196	6197	6075	6225	6150	Henikoff-ChEC
chrXII	8849	6150	6151	6121	6271	6196	Henikoff-ChEC
chrXII	8850	6196	6197	6121	6271	6196	Henikoff-ChEC
chrXII	8851	6370	6371	6295	6445	6370	Henikoff-ChEC
chrXII	8852	9042	9043	8967	9117	9042	Henikoff-ChEC
chrXII	8853	9314	9315	9239	9389	9314	Henikoff-ChEC
chrXII	8854	10838	10839	10763	10913	10838	Henikoff-ChEC
chrXII	8855	10916	10917	10841	10991	10916	Henikoff-ChEC
chrXII	8856	10977	10978	10841	10991	10916	Henikoff-ChEC
chrXII	8855	10916	10917	10902	11052	10977	Henikoff-ChEC
chrXII	8856	10977	10978	10902	11052	10977	Henikoff-ChEC
chrXII	8857	11043	11044	10902	11052	10977	Henikoff-ChEC
chrXII	8856	10977	10978	10968	11118	11043	Henikoff-ChEC
chrXII	8857	11043	11044	10968	11118	11043	Henikoff-ChEC
chrXII	8858	11078	11079	10968	11118	11043	Henikoff-ChEC
chrXII	8857	11043	11044	11003	11153	11078	Hahn-ChEC
chrXII	8858	11078	11079	11003	11153	11078	Hahn-ChEC
chrXII	8857	11043	11044	11005	11155	11080	SLiM-ChIP
chrXII	8858	11078	11079	11005	11155	11080	SLiM-ChIP
chrXII	8859	11238	11239	11163	11313	11238	Henikoff-ChEC
chrXII	8860	11452	11453	11377	11527	11452	Henikoff-ChEC
chrXII	8861	11536	11537	11461	11611	11536	Henikoff-ChEC
chrXII	8862	11578	11579	11461	11611	11536	Henikoff-ChEC
chrXII	8861	11536	11537	11503	11653	11578	Henikoff-ChEC
chrXII	8862	11578	11579	11503	11653	11578	Henikoff-ChEC
chrXII	8863	11634	11635	11503	11653	11578	Henikoff-ChEC
chrXII	8862	11578	11579	11559	11709	11634	Henikoff-ChEC
chrXII	8863	11634	11635	11559	11709	11634	Henikoff-ChEC
chrXII	8864	11793	11794	11718	11868	11793	Henikoff-ChEC
chrXII	8864	11793	11794	11727	11877	11802	SLiM-ChIP
chrXII	8865	11989	11990	11914	12064	11989	Henikoff-ChEC
chrXII	8866	12034	12035	11914	12064	11989	Henikoff-ChEC
chrXII	8865	11989	11990	11959	12109	12034	SLiM-ChIP
chrXII	8866	12034	12035	11959	12109	12034	SLiM-ChIP
chrXII	8867	12232	12233	12157	12307	12232	Henikoff-ChEC
chrXII	8868	12705	12706	12630	12780	12705	Henikoff-ChEC
chrXII	8869	12780	12781	12630	12780	12705	Henikoff-ChEC
chrXII	8868	12705	12706	12705	12855	12780	Henikoff-ChEC
chrXII	8869	12780	12781	12705	12855	12780	Henikoff-ChEC
chrXII	8870	12962	12963	12887	13037	12962	Henikoff-ChEC
chrXII	8871	13792	13793	13717	13867	13792	SLiM-ChIP
chrXII	8872	16100	16101	16025	16175	16100	Henikoff-ChEC
chrXII	8872	16100	16101	16029	16179	16104	SLiM-ChIP
chrXII	8872	16100	16101	16039	16189	16114	Pugh-Chip-exo
chrXII	8873	16448	16449	16373	16523	16448	Henikoff-ChEC
chrXII	8874	21052	21053	20977	21127	21052	Henikoff-ChEC
chrXII	8875	21202	21203	21127	21277	21202	Henikoff-ChEC
chrXII	8876	22788	22789	22713	22863	22788	Henikoff-ChEC
chrXII	8877	22882	22883	22807	22957	22882	Henikoff-ChEC
chrXII	8878	22918	22919	22807	22957	22882	Henikoff-ChEC
chrXII	8877	22882	22883	22843	22993	22918	Henikoff-ChEC
chrXII	8878	22918	22919	22843	22993	22918	Henikoff-ChEC
chrXII	8879	23090	23091	23015	23165	23090	Henikoff-ChEC
chrXII	8880	23261	23262	23186	23336	23261	Henikoff-ChEC
chrXII	8881	23302	23303	23186	23336	23261	Henikoff-ChEC
chrXII	8880	23261	23262	23227	23377	23302	Henikoff-ChEC
chrXII	8881	23302	23303	23227	23377	23302	Henikoff-ChEC
chrXII	8882	23450	23451	23375	23525	23450	Henikoff-ChEC
chrXII	8883	28572	28573	28497	28647	28572	Henikoff-ChEC
chrXII	8884	28794	28795	28719	28869	28794	Henikoff-ChEC
chrXII	8885	29029	29030	28954	29104	29029	Henikoff-ChEC
chrXII	8886	29342	29343	29267	29417	29342	Henikoff-ChEC
chrXII	8887	36962	36963	36887	37037	36962	Henikoff-ChEC
chrXII	8888	37010	37011	36887	37037	36962	Henikoff-ChEC
chrXII	8887	36962	36963	36935	37085	37010	Henikoff-ChEC
chrXII	8888	37010	37011	36935	37085	37010	Henikoff-ChEC
chrXII	8889	37134	37135	37059	37209	37134	Henikoff-ChEC
chrXII	8890	39638	39639	39563	39713	39638	SLiM-ChIP
chrXII	8890	39638	39639	39567	39717	39642	Hahn-ChEC
chrXII	8891	40606	40607	40531	40681	40606	Henikoff-ChEC
chrXII	8892	40774	40775	40699	40849	40774	Henikoff-ChEC
chrXII	8893	40934	40935	40859	41009	40934	Henikoff-ChEC
chrXII	8894	46547	46548	46472	46622	46547	Henikoff-ChEC
chrXII	8895	46600	46601	46472	46622	46547	Henikoff-ChEC
chrXII	8894	46547	46548	46477	46627	46552	SLiM-ChIP
chrXII	8895	46600	46601	46477	46627	46552	SLiM-ChIP
chrXII	8894	46547	46548	46525	46675	46600	Henikoff-ChEC
chrXII	8895	46600	46601	46525	46675	46600	Henikoff-ChEC
chrXII	8896	46944	46945	46869	47019	46944	Henikoff-ChEC
chrXII	8897	47460	47461	47385	47535	47460	Henikoff-ChEC
chrXII	8898	47548	47549	47473	47623	47548	Pugh-Chip-exo
chrXII	8899	47601	47602	47473	47623	47548	Pugh-Chip-exo
chrXII	8898	47548	47549	47526	47676	47601	Hahn-ChEC
chrXII	8899	47601	47602	47526	47676	47601	Hahn-ChEC
chrXII	8900	47658	47659	47526	47676	47601	Hahn-ChEC
chrXII	8899	47601	47602	47583	47733	47658	Pugh-Chip-exo
chrXII	8900	47658	47659	47583	47733	47658	Pugh-Chip-exo
chrXII	8899	47601	47602	47585	47735	47660	Henikoff-ChEC
chrXII	8900	47658	47659	47585	47735	47660	Henikoff-ChEC
chrXII	8899	47601	47602	47587	47737	47662	SLiM-ChIP
chrXII	8900	47658	47659	47587	47737	47662	SLiM-ChIP
chrXII	8901	47850	47851	47775	47925	47850	Henikoff-ChEC
chrXII	8902	48748	48749	48673	48823	48748	Henikoff-ChEC
chrXII	8902	48748	48749	48683	48833	48758	SLiM-ChIP
chrXII	8903	48832	48833	48683	48833	48758	SLiM-ChIP
chrXII	8903	48832	48833	48757	48907	48832	Henikoff-ChEC
chrXII	8903	48832	48833	48768	48918	48843	Hahn-ChEC
chrXII	8904	48908	48909	48768	48918	48843	Hahn-ChEC
chrXII	8903	48832	48833	48833	48983	48908	Pugh-Chip-exo
chrXII	8904	48908	48909	48833	48983	48908	Pugh-Chip-exo
chrXII	8905	48965	48966	48833	48983	48908	Pugh-Chip-exo
chrXII	8904	48908	48909	48890	49040	48965	Henikoff-ChEC
chrXII	8905	48965	48966	48890	49040	48965	Henikoff-ChEC
chrXII	8906	49312	49313	49237	49387	49312	Henikoff-ChEC
chrXII	8907	49362	49363	49237	49387	49312	Henikoff-ChEC
chrXII	8906	49312	49313	49287	49437	49362	Henikoff-ChEC
