"family","mean_TFAP","sd_TFAP","spp"
"Magnetospirillaceae",0.06265,NA,"Paramagnetospirillum marisnigri"
"Magnetovibrionaceae",0.06615,0.00239002092041053,"Magnetovibrio blakemorei"
"Majidae",0.36131,NA,"Chionoecetes opilio"
"Malaconotidae",0.27135,NA,"Dryoscopus gambensis"
"Malasseziaceae",0.246105,0.0129188408922782,"Malassezia pachydermatis"
"Maluridae",0.27528,NA,"Malurus elegans"
"Malvaceae",0.2654284,0.0158676071184872,"Theobroma cacao"
"Mamiellaceae",0.28885,NA,"Micromonas commoda"
"Marasmiaceae",0.28721,0.0139391499023434,"Moniliophthora roreri"
"Maricaulaceae",0.0623988888888889,0.00430991428117905,"Oceanicaulis sp. HTCC2633"
"Marinifilaceae",0.0378875,0.00194657605382716,"Labilibaculum filiforme"
"Marinilabiliaceae",0.0416322222222222,0.00430793389508758,"Thermophagus xiamenensis"
"Marinobacteraceae",0.0538247058823529,0.00594888972587223,"Marinobacter sp. BSs20148"
"Mariprofundaceae",0.0505833333333333,0.00493153458198696,"Mariprofundus ferrinatatus"
"Marivirgaceae",0.0432866666666667,0.00306271665900281,"Marivirga lumbricoides"
"Massarinaceae",0.27483,0.0103379011409473,"Stagonospora sp. SRC1lsM3a"
"Mastacembelidae",0.24577,NA,"Mastacembelus armatus"
"Megalaimidae",0.27484,NA,"Psilopogon haemacephalus"
"Megalopidae",0.34389,NA,"Megalops atlanticus"
"Megapodiidae",0.27435,NA,"Alectura lathami"
"Megophryidae",0.29131,NA,"Leptobrachium leishanense"
"Melanocharitidae",0.27341,NA,"Melanocharis versteri"
"Melioribacteraceae",0.03564,NA,"Melioribacter sp."
"Meliphagidae",0.26956,NA,"Grantiella picta"
"Meloidogynidae",0.299386,0.0168279359994029,"Meloidogyne enterolobii"
"Menuridae",0.274915,0.000940452018978107,"Menura novaehollandiae"
"Merlucciidae",0.32753,NA,"Merluccius polli"
"Mermithidae",0.34885,NA,"Romanomermis culicivorax"
"Meropidae",0.25895,NA,"Merops nubicus"
"Meruliaceae",0.31527,NA,"Hermanssonia centrifuga"
"Mesitornithidae",0.26569,NA,"Mesitornis unicolor"
"Mesocestoididae",0.33008,NA,"Mesocestoides corti"
"Metamycoplasmataceae",0.0584376923076923,0.0137570727431943,"Mycoplasmopsis californica"
"Metastrongylidae",0.21723,0.0202558213854684,"Angiostrongylus cantonensis"
"Methanobacteriaceae",0.0467772222222222,0.0149735460083896,"Methanobacterium lacus"
"Methanocalculaceae",0.02975,NA,"Methanocalculus chunghsingensis"
"Methanococcaceae",0.02394,NA,"Methanothermococcus sp. SCGC AD-155-M21"
"Methanomassiliicoccaceae",0.04003,NA,"Methanomassiliicoccaceae archaeon DOK"
"Methanomethylophilaceae",0.06906,NA,"Candidatus Methanomethylophilus sp. 1R26"
"Methanomicrobiaceae",0.051432,0.0265946774750137,"Methanoculleus bourgensis"
"Methanonatronarchaeaceae",0.063915,0.0188019693117503,"Candidatus Methanohalarchaeum thermophilum"
"Methanosarcinaceae",0.041045,0.00255265548008344,"Methanolobus halotolerans"
"Methanospirillaceae",0.05058,NA,"Methanospirillum lacunae"
"Methylacidiphilaceae",0.16926,NA,"Candidatus Methylacidithermus pantelleriae"
"Methylobacteriaceae",0.0811584375,0.0130935384481332,"Microvirga sp. BSC39"
"Methylococcaceae",0.0526788888888889,0.00741390021108116,"Methylomonas denitrificans"
"Methylocystaceae",0.07885875,0.0117760161072046,"Methylosinus sp. 3S-1"
"Methylophilaceae",0.0521381818181818,0.00809513905770842,"Methylophilaceae bacterium 11"
"Methylopilaceae",0.0793575,0.013824450131147,"Methylopila sp. Yamaguchi"
"Metschnikowiaceae",0.24481,0.0365417117825643,"Sungouiella intermedia"
"Microascaceae",0.26883,0.0135730947097558,"Scedosporium apiospermum"
"Microbacteriaceae",0.0753837931034483,0.0126002313010566,"Microbacterium oleivorans"
"Microbotryaceae",0.34188,0.0142050026399153,"Microbotryum intermedium"
"Microbulbiferaceae",0.058888,0.00487269124817077,"Microbulbifer sp. ZGT114"
"Micrococcaceae",0.0887504210526316,0.0147978763510742,"Arthrobacter sp. FB24"
"Microcoleaceae",0.0789975,0.00539115876756963,"Lyngbya sp. PCC 8106"
"Microdochiaceae",0.284905,0.00522551911296859,"Microdochium bolleyi"
"Micromonosporaceae",0.0975513265306122,0.0134730261747185,"Actinoplanes sp. SE50/110"
"Micropepsaceae",0.056085,0.00027577164466275,"Rhizomicrobium sp. SCGC AG-212-E05"
"Microthyriaceae",0.28067,NA,"Microthyrium microscopicum"
"Microvenatoraceae",0.08217,NA,"Microvenator marinus"
"Mimidae",0.27169,0.00581241774135342,"Toxostoma redivivum"
"Minwuiaceae",0.06392,NA,"Minwuia thermotolerans"
"Miridae",0.37304,0.0417051579543826,"Apolygus lucorum"
"Molidae",0.26053,NA,"Mola mola"
"Mollisiaceae",0.250365,0.00181726442764942,"Mollisia scopiformis"
"Molossidae",0.34954,NA,"Molossus molossus"
"Momotidae",0.26885,NA,"Baryphthengus martii"
"Monarchidae",0.27375,NA,"Myiagra hebetior"
"Monodontidae",0.365625,0.0109389419049559,"Delphinapterus leucas"
"Monodopsidaceae",0.35687,NA,"Nannochloropsis gaditana"
"Monoglobaceae",0.05091,NA,"Monoglobus pectinilyticus"
"Moorellaceae",0.0335566666666667,0.00472550879094869,"Moorella thermoacetica"
"Moraceae",0.28454,NA,"Morus notabilis"
"Moraxellaceae",0.0607295833333333,0.0135321088298926,"Acinetobacter sp. CIP 102637"
"Morganellaceae",0.0460127272727273,0.015211788909204,"Candidatus Arsenophonus lipoptenae"
"Moritellaceae",0.04353,NA,"Moritella sp. Urea-trap-13"
"Moronidae",0.26675,NA,"Dicentrarchus labrax"
"Mortierellaceae",0.352886842105263,0.0187765938967261,"Lobosporangium transversale"
"Moschidae",0.32899,NA,"Moschus moschiferus"
"Motacillidae",0.26915,NA,"Motacilla alba"
"Motilibacteraceae",0.08916,0.00165462986797652,"Motilibacter peucedani"
"Mucoraceae",0.252664285714286,0.0201035120125339,"Mucor ambiguus"
"Muraenolepididae",0.40069,NA,"Muraenolepis orangiensis"
"Muribaculaceae",0.0491333333333333,0.00331067785789978,"Muribaculum intestinale"
"Muridae",0.33643,0.00645714333122628,"Mus musculus"
"Musaceae",0.36499,0.063757073333082,"Ensete ventricosum"
"Muscicapidae",0.28839,0.0241963096359755,"Ficedula albicollis"
"Muscidae",0.41208,NA,"Musca domestica"
"Musophagidae",0.27402,0.0114237165581084,"Tauraco erythrolophus"
"Mustelidae",0.34119,0.0180170807846332,"Gulo gulo"
"Mycenaceae",0.246752,0.0193606965267265,"Mycena kentingensis (nom. inval.)"
"Mycobacteriaceae",0.0819728125,0.0188541501867857,"Mycolicibacter sinensis"
"Mycoplasmataceae",0.06018,0.0260379795866035,"Mycoplasma sp. CAG:611"
"Mycoplasmoidaceae",0.03672,NA,"Candidatus Malacoplasma girerdii"
"Mycosphaerellaceae",0.29803375,0.0154687629365025,"Zymoseptoria brevis"
"Myricaceae",0.25661,NA,"Morella rubra"
"Myrtaceae",0.209615,0.0792171726963289,"Eucalyptus grandis"
"Mytilidae",0.274433333333333,0.0049400438594544,"Mytilus coruscus"
"Mytilinidiaceae",0.287745,0.0051830927060974,"Mytilinidion resinicola"
"Myxinidae",0.33415,NA,"Eptatretus burgeri"
"Myxobolidae",0.18758,NA,"Thelohanellus kitauei"
"Myxococcaceae",0.08562,0.0157616845546407,"Aggregicoccus sp. 17bor-14"
"Naemateliaceae",0.32586,NA,"Naematelia encephala"
"Nakamurellaceae",0.110491111111111,0.0167289176610775,"Nakamurella panacisegetis"
"Nannocystaceae",0.135915,0.0214973804605739,"Nannocystis exedens"
"Nanopusillaceae",0.02672,NA,"Candidatus Nanobsidianus stetteri"
"Natranaerobiaceae",0.0518,NA,"Natranaerobius trueperi"
"Natranaerovirgaceae",0.030825,0.00333047293938864,"Natranaerovirga hydrolytica"
"Natrialbaceae",0.123022857142857,0.00907382493224874,"Halostagnicola sp. A56"
"Natronincolaceae",0.02740625,0.00312274118363978,"Anaerovirgula multivorans"
"Natronoarchaeaceae",0.108926,0.0117300822674012,"Salinarchaeum sp. Harcht-Bsk1"
"Natronospirillaceae",0.04734,NA,"Natronospirillum operosum"
"Nautiliaceae",0.02101,NA,"Lebetimonas natsushimae"
"Naviculaceae",0.294465,0.0621193307272382,"Fistulifera solaris"
"Nectariniidae",0.27201,0.00258801081914276,"Leptocoma aspasia"
"Nectriaceae",0.248296170212766,0.012701645828514,"Fusarium odoratissimum"
"Neisseriaceae",0.0602724,0.014451435130579,"Morococcus cerebrosus"
"Nelumbonaceae",0.28568,NA,"Nelumbo nucifera"
"Nemacheilidae",0.32245,0.00728319984622142,"Triplophysa tibetana"
"Neocallimastigaceae",0.32863,0.0122738774096317,"Piromyces finnis"
"Neodiplogasteridae",0.29686,NA,"Pristionchus pacificus"
"Neomorphidae",0.27698,NA,"Geococcyx californianus"
"Nephilidae",0.299626666666667,0.0441258306815105,"Nephila pilipes"
"Nephropidae",0.40475,NA,"Homarus americanus"
"Nevskiaceae",0.060505,0.0063946234518468,"Solimonas aquatica"
"Nidulariaceae",0.2816,NA,"Crucibulum laeve"
"Niphatidae",0.22005,NA,"Amphimedon queenslandica"
"Nitidulidae",0.32042,NA,"Brassicogethes aeneus"
"Nitratiruptoraceae",0.02699,NA,"Nitratiruptor sp. SB155-2"
"Nitrobacteraceae",0.074802380952381,0.00935860775156321,"Bradyrhizobium sp. ORS 278"
"Nitrosomonadaceae",0.063245,0.00943264060714334,"Nitrosomonas sp. AL212"
"Nitrosopumilaceae",0.07671,0.0359068823486529,"Nitrosopumilaceae archaeon"
"Nitrososphaeraceae",0.10958,0.00808070541475185,"Candidatus Nitrosocosmicus oleophilus"
"Nitrospinaceae",0.06336,0.000311126983722078,"Candidatus Nitromaritima sp. SCGC AAA799-A02"
"Nitrospiraceae",0.0794453333333333,0.0180789395496001,"Leptospirillum ferrodiazotrophum"
"Nocardiaceae",0.081504406779661,0.0119097398957073,"Nocardia seriolae"
"Nocardioidaceae",0.0768761458333333,0.0115713266645838,"Nocardioides sp. JS614"
"Nocardiopsaceae",0.116648181818182,0.0128150702342291,"Streptomonospora alba"
"Noctuidae",0.331827142857143,0.029953547766659,"Heliothis virescens"
"Nodosilineaceae",0.06758,NA,"Nodosilinea sp. LEGE 07088"
"Noelaerhabdaceae",0.27777,NA,"Emiliania huxleyi"
"Nosematidae",0.161705,0.0227193408795238,"Vairimorpha ceranae"
"Nostocaceae",0.065527,0.00676924753737239,"Nostoc sp. PCC 7120 = FACHB-418"
"Nothobranchiidae",0.26899,NA,"Nothobranchius furzeri"
"Notiomystidae",0.27309,NA,"Notiomystis cincta"
"Notoacmeibacteraceae",0.067015,0.00751654508401301,"Notoacmeibacter marinus"
"Nototheniidae",0.383255,0.00611647365726363,"Notothenia coriiceps"
"Novispirillaceae",0.0690675,0.00532881709825611,"Haematospirillum jordaniae"
"Nyctibiidae",0.276205,0.00245366053071734,"Nyctibius bracteatus"
"Nymphalidae",0.336955,0.00735419381486963,"Bicyclus anynana"
"Nyssaceae",0.27355,NA,"Nyssa sinensis"
"Oceanibaculaceae",0.04851,NA,"Oceanibaculum pacificum"
"Oceanipulchritudinaceae",0.07055,NA,"Oceanipulchritudo coccoides"
"Oceanococcaceae",0.059045,0.0117167593642611,"Oceanococcus atlanticus"
"Oceanospirillaceae",0.0482912195121951,0.00748117878249208,"Neptuniibacter caesariensis"
"Octodontidae",0.36031,NA,"Octodon degus"
"Octopodidae",0.38287,NA,"Octopus vulgaris"
"Oculatellaceae",0.081,0.00178075826545884,"Elainella sp. C42_A2020_010"
"Odontophoridae",0.29398,0.0192333044482741,"Callipepla squamata"
"Odoribacteraceae",0.037725,0.00127986327394765,"Odoribacter sp. CAG:788"
"Oikopleuridae",0.2527,NA,"Oikopleura dioica"
"Oleiphilaceae",0.0540625,0.00560378666617494,"Oleiphilus sp. HI0066"
"Oligoflexaceae",0.0764,NA,"Oligoflexus sp."
"Olpidiaceae",0.47289,NA,"Olpidium bornovanus"
"Omphalotaceae",0.291026666666667,0.0139114566694745,"Lentinula edodes"
"Onchocercidae",0.265704545454545,0.00928540722169617,"Brugia malayi"
"Ophiocordycipitaceae",0.311809230769231,0.0209743611192087,"Ophiocordyceps unilateralis"
"Opisthocomidae",0.25735,NA,"Opisthocomus hoazin"
"Opisthorchiidae",0.354186666666667,0.0242790080796834,"Clonorchis sinensis"
"Opitutaceae",0.0711846153846154,0.0107031075046647,"Opitutaceae bacterium TAV5"
"Oppiidae",0.211175,0.00156270598642226,"Oppiella nova"
"Orbaceae",0.0337975,0.00356943856462983,"Frischella perrara"
"Orbiliaceae",0.32069,NA,"Arthrobotrys flagrans"
"Orchesellidae",0.28124,NA,"Orchesella cincta"
"Orchidaceae",0.2772825,0.00846301906335242,"Dendrobium catenatum"
"Ornithinimicrobiaceae",0.0947388888888889,0.00708494256230148,"Serinicoccus chungangensis"
"Ornithorhynchidae",0.33604,NA,"Ornithorhynchus anatinus"
"Orobanchaceae",0.265096666666667,0.0354743531770959,"Striga asiatica"
"Orthonychidae",0.27653,NA,"Orthonyx spaldingii"
"Oscillatoriaceae",0.069888,0.00713197167689272,"Planktothricoides sp. SR001"
"Oscillochloridaceae",0.060975,0.00245366053071732,"Candidatus Viridilinea mediisalina"
"Oscillospiraceae",0.0478187209302326,0.00840015221101753,"Ruminococcaceae bacterium D16"
"Osphronemidae",0.37464,NA,"Betta splendens"
"Osteoglossidae",0.32003,NA,"Scleropages formosus"
"Ostreibacteriaceae",0.06475,NA,"Ostreibacterium oceani"
"Ostreidae",0.294925,0.0226627723370289,"Magallana gigas"
"Ostreobiaceae",0.27737,NA,"Ostreobium quekettii"
"Otariidae",0.36397,NA,"Callorhinus ursinus"
"Otididae",0.272443333333333,0.0051128107077549,"Chlamydotis macqueenii"
"Oweniidae",0.3095,NA,"Owenia fusiformis"
"Owenweeksiaceae",0.04262,NA,"Croceimicrobium hydrocarbonivorans"
"Oxalobacteraceae",0.0634686111111111,0.00789076520425029,"Oxalobacter paraformigenes"
"Oxytrichidae",0.342315,0.0322794245611659,"Stylonychia lemnae"
"Oxyuridae",0.24002,NA,"Enterobius vermicularis"
"Paenibacillaceae",0.0465501290322581,0.00756013158573528,"Paenibacillus sp. HGF7"
"Paludibacteraceae",0.05138,NA,"Paludibacter jiangxiensis"
"Panagrolaimidae",0.255592857142857,0.0229670472012154,"Halicephalobus sp. NKZ332"
"Pandionidae",0.27644,NA,"Pandion haliaetus"
"Pangasiidae",0.33425,NA,"Pangasianodon hypophthalmus"
"Papaveraceae",0.25808,0.00906073396585508,"Macleaya cordata"
"Papilionidae",0.33034,0.0142798774504545,"Papilio machaon"
"Parachlamydiaceae",0.063,0.0074421905377382,"Candidatus Protochlamydia naegleriophila"
"Paracoccaceae",0.0553752093023256,0.00916696771214054,"Rhodovulum sp. PH10"
"Paraconexibacteraceae",0.10699,NA,"Paraconexibacter algicola"
"Paraglomeraceae",0.23888,0.00214960461480712,"Paraglomus occultum"
"Parameciidae",0.230332,0.0052867447451149,"Paramecium tetraurelia"
"Paramythiidae",0.27578,NA,"Oreocharis arfaki"
"Pardalotidae",0.27343,NA,"Pardalotus punctatus"
"Paridae",0.28815,0.0181425384111485,"Poecile atricapillus"
"Parmeliaceae",0.3190025,0.012952488499641,"Letharia columbiana"
"Parulidae",0.27756,NA,"Setophaga kirtlandii"
"Parvibaculaceae",0.06042,0.00398763714497696,"Tepidicaulis marinus"
"Parvicellaceae",0.05118,NA,"Parvicella tangerina"
"Parvularculaceae",0.0690571428571429,0.00439119465250523,"Amphiplicatus metriothermophilus"
"Passerellidae",0.297275,0.0237455757282629,"Melospiza melodia"
"Passeridae",0.35412,NA,"Chloebia gouldiae"
"Passifloraceae",0.26035,NA,"Turnera subulata"
"Pasteurellaceae",0.0410825925925926,0.0060529233830837,"Chelonobacter oris"
"Patulibacteraceae",0.10551,NA,"Patulibacter medicamentivorans"
"Paulinellidae",0.05931,NA,"Paulinella micropora"
"Pavlovaceae",0.36031,NA,"Diacronema lutheri"
"Pectinidae",0.32203,NA,"Mizuhopecten yessoensis"
"Pectobacteriaceae",0.0482416666666667,0.00564044472241921,"Prodigiosinella confusarubida"
"Pedaliaceae",0.27318,NA,"Sesamum indicum"
"Pedionomidae",0.27056,NA,"Pedionomus torquatus"
"Pelagicoccaceae",0.0561633333333333,0.00244017075905219,"Pelagicoccus albus"
"Pelagomonadaceae",0.223935,0.0217011071146151,"Aureococcus anophagefferens"
"Pelecanidae",0.26675,NA,"Pelecanus crispus"
"Pelomedusidae",0.27991,NA,"Pelusios castaneus"
"Penaeidae",0.52567,NA,"Penaeus vannamei"
"Peniophoraceae",0.266975,0.0114480587874102,"Peniophora sp. CONT"
"Pentatomidae",0.32039,NA,"Nezara viridula"
"Peptococcaceae",0.0411,0.012555502556427,"Peptococcaceae bacterium SCADC1_2_3"
"Peptoniphilaceae",0.03923625,0.00777229500487836,"Peptoniphilus sp. BV3C26"
"Peptostreptococcaceae",0.0338841666666667,0.00486575315731067,"Peptostreptococcaceae bacterium AS15"
"Percidae",0.32553,0.0617200426657878,"Perca flavescens"
"Periconiaceae",0.28452,0.0374908015385107,"Periconia macrospinosa"
"Perkinsidae",0.22337,0.0310897282072391,"Perkinsus sp. BL_2016"
"Peronosporaceae",0.261328235294118,0.0302662822368585,"Phytophthora ramorum"
"Petroicidae",0.27315,NA,"Drymodes brunneopygia"
"Petromyzontidae",0.22239,NA,"Petromyzon marinus"
"Petrotogaceae",0.022845,0.00211288901743561,"Defluviitoga tunisiensis"
"Pezizellaceae",0.30516,NA,"Calycina marina"
"Phaeocystidibacteraceae",0.04619,2.82842712474607e-05,"Phaeocystidibacter luteus"
"Phaeomoniellaceae",0.28179,NA,"Phaeomoniella chlamydospora"
"Phaeosphaeriaceae",0.279272,0.0200757757010782,"Phaeosphaeria sp. MPI-PUGE-AT-0046c"
"Phaeotrichaceae",0.33253,NA,"Trichodelitschia bisporula"
"Phaethontidae",0.26529,NA,"Phaethon lepturus"
"Phaffomycetaceae",0.23373,NA,"Cyberlindnera fabianii"
"Phalacrocoracidae",0.26686,NA,"Phalacrocorax carbo"
"Phanerochaetaceae",0.29148,NA,"Phanerochaete sordida"
"Phascolarctidae",0.36373,NA,"Phascolarctos cinereus"
"Phasianidae",0.306621666666667,0.0160330713422808,"Gallus gallus"
"Philepittidae",0.26874,NA,"Neodrepanis coruscans"
"Philodinidae",0.26643,NA,"Didymodactylos carnosus"
"Phocidae",0.35206,0.0152027957955108,"Leptonychotes weddellii"
"Phocoenidae",0.33524,NA,"Phocoena sinus"
"Phoridae",0.31256,NA,"Megaselia scalaris"
"Phototrophicaceae",0.05969,NA,"Phototrophicus methaneseepsis"
"Phreatobacteraceae",0.065005,0.00068589357775096,"Phreatobacter cathodiphilus"
"Phrymaceae",0.23007,NA,"Erythranthe guttata"
"Phycisphaeraceae",0.07669,0.00746173348938882,"Phycisphaera sp."
"Phyllobacteriaceae",0.0592316326530612,0.00416445642058019,"Phyllobacterium sp. YR531"
"Phylloscopidae",0.2758,NA,"Rhadina sibilatrix"
"Phyllostomidae",0.38185,NA,"Phyllostomus discolor"
"Physalacriaceae",0.242637142857143,0.00750442916835498,"Armillaria gallica"
"Physciaceae",0.302,NA,"Heterodermia speciosa"
"Physeteridae",0.37598,NA,"Physeter catodon"
"Picathartidae",0.2762,0.000848528137423842,"Chaetops frenatus"
"Pichiaceae",0.276673636363636,0.0428193323798322,"Pichia membranifaciens"
"Picidae",0.26368,NA,"Dryobates pubescens"
"Pieridae",0.319253333333333,0.0152618817101081,"Leptidea sinapis"
"Pipidae",0.35901,0.0255381029052669,"Xenopus tropicalis"
"Pipridae",0.3226575,0.0600548690088211,"Manacus vitellinus"
"Piptocephalidaceae",0.26287,0.0363452885529885,"Piptocephalis cylindrospora"
"Pirellulaceae",0.112596923076923,0.0125940899692612,"Pirellula sp. SH-Sr6A"
"Piscirickettsiaceae",0.0478371428571429,0.00612147974641053,"Cycloclasticus sp. P1"
"Pittidae",0.27314,NA,"Pitta sordida"
"Plakobranchidae",0.38669,NA,"Elysia chlorotica"
"Planctomycetaceae",0.099015,0.0150620158487691,"Planctomyces sp. SH-PL14"
"Planococcaceae",0.0388508108108108,0.00507340690834647,"Paenisporosarcina sp. HGH0030"
"Planorbidae",0.36289,NA,"Biomphalaria glabrata"
"Plasmodiidae",0.585396,0.0261304301533672,"Plasmodium gonderi"
"Plasmodiophoridae",0.18795,NA,"Plasmodiophora brassicae"
"Platysternidae",0.3455,NA,"Platysternon megacephalum"
"Plectidae",0.27744,NA,"Plectus sambesii"
"Plectosphaerellaceae",0.2859725,0.017875945429543,"Verticillium longisporum"
"Pleioneaceae",0.06546,0.00820202414041802,"Pleionea mediterranea"
"Pleistophoridae",0.22062,NA,"Trachipleistophora hominis"
"Pleomorphomonadaceae",0.070514,0.0190575137413042,"Methylobrevis pamukkalensis"
"Pleosporaceae",0.288897777777778,0.0128033684803822,"Alternaria alternata"
"Pleuroascaceae",0.28799,NA,"Venustampulla echinocandica"
"Pleuronectidae",0.45537,NA,"Pleuronectes platessa"
"Pleurostomataceae",0.25349,NA,"Pleurostoma richardsiae"
"Pleurotaceae",0.306395,0.00106773123959166,"Pleurotus ostreatus"
"Plexauridae",0.25022,NA,"Paramuricea clavata"
"Ploceidae",0.27399,NA,"Ploceus nigricollis"
"Ploettnerulaceae",0.27069,0.0278202072841547,"Rhynchosporium commune"
"Plutellidae",0.30668,NA,"Plutella xylostella"
"Pneumocystaceae",0.229083333333333,0.0157637062055004,"Pneumocystis jirovecii"
"Poaceae",0.296471739130435,0.0199820370815604,"Sorghum bicolor"
"Pocilloporidae",0.25991,0.0109460129727678,"Stylophora pistillata"
"Podargidae",0.277,NA,"Podargus strigoides"
"Podicipedidae",0.272945,0.00515480843484994,"Podiceps cristatus"
"Poeciliidae",0.3317175,0.0206418545274724,"Xiphophorus maculatus"
"Polyangiaceae",0.1198175,0.0196837655188229,"Chondromyces crocatus"
"Polyporaceae",0.3063825,0.00536577037028857,"Trametes cinnabarina"
"Polypteridae",0.28716,0.0363594306886122,"Erpetoichthys calabaricus"
"Polystomatidae",0.6133,NA,"Protopolystoma xenopodis"
"Pomacentridae",0.32838,0.0239853872180542,"Amphiprion ocellaris"
"Pontiellaceae",0.052235,0.000473761543394985,"Pontiella sulfatireligans"
"Porphyridiaceae",0.26778,NA,"Porphyridium purpureum"
"Porphyromonadaceae",0.0425269230769231,0.00622153167718821,"Porphyromonas macacae"
"Porticoccaceae",0.04537,0.00649124025129251,"Gammaproteobacteria bacterium MOLA455"
"Portunidae",0.619,NA,"Portunus trituberculatus"
"Postiaceae",0.28798,NA,"Postia placenta"
"Powellomycetaceae",0.26578,NA,"Powellomyces hirtus"
"Prevotellaceae",0.049411282051282,0.00518818099118573,"Prevotella sp. CAG:1124"
"Procellariidae",0.273896666666667,0.00783907094835434,"Fulmarus glacialis"
"Prochlorococcaceae",0.0935,0.0113985613127271,"Cyanobium sp. PCC 7001"
"Prolixibacteraceae",0.0435138461538462,0.0051009419693189,"Draconibacterium sediminis"
"Promicromonosporaceae",0.105205,0.0167678581418936,"Cellulosimicrobium sp. MM"
"Propionibacteriaceae",0.0812360526315789,0.0123744712230951,"Tessaracoccus lapidicaptus"
"Propylenellaceae",0.06434,NA,"Propylenella binzhouense"
"Proteaceae",0.28319,NA,"Protea cynaroides"
"Proteinivoraceae",0.02801,NA,"Alkalicella caledoniensis"
"Protomycetaceae",0.23403,NA,"Protomyces lactucae-debilis"
"Prunellidae",0.277715,0.00267993470069703,"Prunella fulvescens"
"Psathyrellaceae",0.284546,0.0277101115118651,"Candolleomyces aberdarensis"
"Pseudanabaenaceae",0.0773016666666667,0.0133894845556753,"Pseudanabaena sp. PCC 7367"
"Pseudoalteromonadaceae",0.0539557142857143,0.029583094630415,"Pseudoalteromonas citrea"
"Pseudobacteriovoracaceae",0.07405,NA,"Pseudobacteriovorax antillogorgiicola"
"Pseudobdellovibrionaceae",0.07087,0.00451123597254677,"Bdellovibrio bacteriovorus"
"Pseudocohnilembidae",0.37703,NA,"Pseudocohnilembus persalinus"
"Pseudohongiellaceae",0.05906,0.00836956988142162,"Pseudohongiella spirulinae"
"Pseudomassariaceae",0.27348,NA,"Pseudomassariella vexata"
"Pseudomonadaceae",0.0505173529411765,0.00717782273096483,"Pseudomonas sp. M47T1"
"Pseudonocardiaceae",0.0884128703703704,0.0165379834146214,"Amycolatopsis keratiniphila"
"Psittacicellaceae",0.115095,0.0062861792847484,"Psittacicella hinzii"
"Psittacidae",0.288572,0.0218063963093401,"Amazona aestiva"
"Psittaculidae",0.30146,NA,"Melopsittacus undulatus"
"Psophiidae",0.27229,NA,"Psophia crepitans"
"Psychidae",0.43746,NA,"Eumeta japonica"
"Psychromonadaceae",0.04282,0.00463094559921158,"Psychromonas sp. CNPT3"
"Psyllidae",0.35566,NA,"Diaphorina citri"
"Pteridaceae",0.29577,0.00840042856049619,"Ceratopteris richardii"
"Pteroclidae",0.276993333333333,0.00844224101369614,"Pterocles gutturalis"
"Pteromalidae",0.353245,0.0649053314451132,"Nasonia vitripennis"
"Pteropodidae",0.360283333333333,0.0182364753538981,"Pteropus alecto"
"Pterulaceae",0.30863,NA,"Pterula gracilis"
"Ptilonorhynchidae",0.27176,NA,"Ptilonorhynchus violaceus"
"Pucciniaceae",0.373005,0.0228324779645136,"Puccinia sorghi"
"Puniceicoccaceae",0.06067,NA,"Puniceicoccus vermicola"
"Pycnococcaceae",0.30924,NA,"Pycnococcus provasolii"
"Pycnonotidae",0.278785,0.00484368145112787,"Pycnonotus jocosus"
"Pyralidae",0.3426,NA,"Galleria mellonella"
"Pyriculariaceae",0.31865,NA,"Pyricularia grisea"
"Pyrinomonadaceae",0.06476,0.00916410388417766,"Pyrinomonas methylaliphatogenes"
"Pyrodictiaceae",0.03669,NA,"Pyrodictium occultum"
"Pyroglyphidae",0.346616666666667,0.0625352990984558,"Euroglyphus maynei"
"Pyronemataceae",0.32118,NA,"Sphaerosporella brunnea"
"Pythiaceae",0.249075,0.0362957910783055,"[Pythium] brassicae (nom. inval.)"
"Pythonidae",0.33754,NA,"Python bivittatus"
"Raineyaceae",0.04381,NA,"Raineya orbicola"
"Rallidae",0.281385,0.00210010714012407,"Atlantisia rogersi"
"Ramalinaceae",0.32065,NA,"Ramalina farinacea"
"Ramazzottiidae",0.32128,NA,"Ramazzottius varieornatus"
"Ramphastidae",0.279213333333333,0.00165240229161465,"Semnornis frantzii"
"Ranidae",0.39537,NA,"Aquarana catesbeiana"
"Ranunculaceae",0.25335,0.0123226417622197,"Aquilegia coerulea"
"Raperosteliaceae",0.24844,NA,"Tieghemostelium lacteum"
"Rarobacteraceae",0.09873,0.00140007142674937,"Rarobacter faecitabidus"
"Recurvirostridae",0.26918,NA,"Himantopus himantopus"
"Reduviidae",0.24694,NA,"Rhodnius prolixus"
"Regulidae",0.26999,NA,"Regulus satrapa"
"Reichenbachiellaceae",0.044165,0.00185807247795486,"Reichenbachiella faecimaris"
"Reticulibacteraceae",0.07466,NA,"Reticulibacter mediterranei"
"Reticulomyxidae",0.28654,NA,"Reticulomyxa filosa"
"Reyranellaceae",0.05513,NA,"Reyranella soli"
"Rhabditidae",0.271733333333333,0.0159872867646527,"Caenorhabditis elegans"
"Rhabdornithidae",0.27867,NA,"Rhabdornis inornatus"
"Rhamnaceae",0.247225,0.00717713382904347,"Ziziphus jujuba"
"Rhinocryptidae",0.27469,NA,"Scytalopus superciliaris"
"Rhinolophidae",0.34259,NA,"Rhinolophus ferrumequinum"
"Rhinopomastidae",0.27608,NA,"Rhinopomastus cyanomelas"
