UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA_count , C_SASA_count , D_SASA_count , E_SASA_count , F_SASA_count , G_SASA_count , H_SASA_count , I_SASA_count , K_SASA_count , L_SASA_count , M_SASA_count , N_SASA_count , P_SASA_count , Q_SASA_count , R_SASA_count , S_SASA_count , T_SASA_count , V_SASA_count , W_SASA_count , Y_SASA_count
P40202, 80, 246, 0.4539, 0.000837, 90, True, cytoplasm; mitochondrion intermembrane space, 3.169, , 7.0, 1.0, 6.0, 10.0, 3.0, 12.0, 2.0, 1.0, 12.0, 1.0, 0, 9.0, 2.0, 3.0, 3.0, 6.0, 3.0, 7.0, 3.0, 0
P40204, 8, 73, 0.3035, 0.021342, 54, nan, cytoplasm; nucleus, 3.468, , 2.0, 0, 4.0, 2.0, 1.0, 6.0, 1.0, 2.0, 4.0, 4.0, 1.0, 3.0, 1.0, 2.0, 3.0, 2.0, 0, 1.0, 0, 2.0
P40206, 3, 170, 0.1872, 0.001955, 18, nan, cytoplasm, 2.158, , 3.0, 0, 4.0, 11.0, 2.0, 5.0, 0, 1.0, 12.0, 1.0, 0, 10.0, 5.0, 4.0, 7.0, 2.0, 4.0, 1.0, 0, 2.0
P40208, 90, 309, 0.2932, 0.002817, 54, nan, cytoplasm; nucleus, 2.921, , 4.0, 0, 10.0, 9.0, 4.0, 7.0, 3.0, 6.0, 10.0, 6.0, 1.0, 13.0, 3.0, 15.0, 7.0, 14.0, 5.0, 2.0, 0, 2.0
P40208, 322, 446, 0.2932, 0.002817, 54, nan, cytoplasm; nucleus, 3.665, , 5.0, 1.0, 2.0, 8.0, 4.0, 7.0, 4.0, 6.0, 6.0, 8.0, 2.0, 19.0, 3.0, 7.0, 2.0, 13.0, 9.0, 5.0, 3.0, 4.0
P40210, 50, 75, 0.2065, 0.000542, 30, nan, cytoplasm, 3.492, , 1.0, 0, 0, 0, 0, 2.0, 1.0, 1.0, 2.0, 3.0, 0, 5.0, 0, 0, 3.0, 4.0, 3.0, 1.0, 0, 0
P40210, 79, 403, 0.2065, 0.000542, 30, nan, cytoplasm, 2.737, , 11.0, 3.0, 20.0, 24.0, 1.0, 12.0, 2.0, 4.0, 18.0, 5.0, 1.0, 15.0, 11.0, 7.0, 7.0, 16.0, 10.0, 3.0, 0, 0
P40210, 405, 486, 0.2065, 0.000542, 30, nan, cytoplasm, 3.225, , 5.0, 0, 5.0, 6.0, 0, 0, 4.0, 6.0, 3.0, 5.0, 2.0, 7.0, 4.0, 2.0, 11.0, 13.0, 6.0, 1.0, 0, 0
P40212, 28, 144, 0.2503, 0.00159, 42, True, cytoplasm, 3.25, , 15.0, 0, 2.0, 4.0, 0, 5.0, 1.0, 1.0, 9.0, 3.0, 0, 4.0, 3.0, 3.0, 14.0, 3.0, 4.0, 5.0, 0, 2.0
P40214, 33, 166, 0.125, 3.2e-05, 6, nan, , 3.518, , 4.0, 0, 6.0, 11.0, 2.0, 5.0, 2.0, 4.0, 6.0, 14.0, 5.0, 13.0, 3.0, 16.0, 7.0, 13.0, 5.0, 7.0, 0, 2.0
P40214, 168, 340, 0.125, 3.2e-05, 6, nan, , 3.723, , 5.0, 3.0, 13.0, 9.0, 3.0, 6.0, 4.0, 15.0, 19.0, 16.0, 5.0, 12.0, 5.0, 11.0, 7.0, 17.0, 16.0, 4.0, 0, 1.0
P40215, 115, 227, 0.0617, 0.016265, 6, nan, mitochondrion intermembrane space, 3.045, , 3.0, 0, 6.0, 5.0, 0, 7.0, 2.0, 0, 6.0, 3.0, 0, 7.0, 7.0, 1.0, 3.0, 3.0, 4.0, 5.0, 1.0, 3.0
P40215, 240, 383, 0.0617, 0.016265, 6, nan, mitochondrion intermembrane space, 2.994, , 7.0, 0, 9.0, 10.0, 1.0, 7.0, 0, 2.0, 14.0, 4.0, 2.0, 3.0, 5.0, 2.0, 2.0, 4.0, 3.0, 1.0, 2.0, 2.0
P40215, 385, 485, 0.0617, 0.016265, 6, nan, mitochondrion intermembrane space, 2.653, , 4.0, 1.0, 5.0, 4.0, 2.0, 6.0, 2.0, 0, 9.0, 1.0, 0, 3.0, 2.0, 7.0, 4.0, 3.0, 3.0, 2.0, 1.0, 1.0
P40215, 495, 554, 0.0617, 0.016265, 6, nan, mitochondrion intermembrane space, 4.884, , 8.0, 0, 3.0, 1.0, 3.0, 4.0, 0, 2.0, 3.0, 4.0, 2.0, 1.0, 0, 0, 2.0, 4.0, 0, 3.0, 0, 3.0
P40217, 5, 346, 0.2801, 2.5e-05, 54, False, cytoplasm, 3.147, , 8.0, 2.0, 11.0, 20.0, 2.0, 21.0, 2.0, 3.0, 14.0, 4.0, 2.0, 8.0, 4.0, 5.0, 2.0, 8.0, 13.0, 4.0, 0, 1.0
P40302, 4, 233, 0.3841, 5.5e-05, 78, True, nucleus; cytoplasm, 2.656, , 4.0, 0, 10.0, 10.0, 2.0, 17.0, 1.0, 1.0, 9.0, 3.0, 0, 8.0, 3.0, 7.0, 8.0, 7.0, 4.0, 2.0, 0, 5.0
P40303, 19, 253, 0.3897, 0.000231, 78, True, nucleus; cytoplasm, 2.537, , 3.0, 0, 7.0, 17.0, 0, 10.0, 1.0, 3.0, 13.0, 5.0, 0, 6.0, 1.0, 10.0, 12.0, 10.0, 9.0, 3.0, 0, 2.0
P40308, 4, 62, 0.2035, 0.004087, 30, nan, lipid droplet, 4.694, , 3.0, 0, 2.0, 2.0, 3.0, 0, 3.0, 6.0, 3.0, 5.0, 0, 2.0, 4.0, 2.0, 2.0, 2.0, 2.0, 6.0, 2.0, 4.0
P40308, 64, 197, 0.2035, 0.004087, 30, nan, lipid droplet, 3.108, , 0, 0, 5.0, 8.0, 2.0, 6.0, 0, 2.0, 7.0, 7.0, 2.0, 8.0, 1.0, 4.0, 6.0, 5.0, 8.0, 2.0, 0, 4.0
P40308, 199, 447, 0.2035, 0.004087, 30, nan, lipid droplet, 3.25, , 1.0, 0, 7.0, 12.0, 1.0, 14.0, 3.0, 8.0, 10.0, 11.0, 0, 19.0, 3.0, 7.0, 4.0, 6.0, 5.0, 4.0, 0, 2.0
P40308, 549, 641, 0.2035, 0.004087, 30, nan, lipid droplet, 4.104, , 5.0, 1.0, 3.0, 6.0, 1.0, 3.0, 1.0, 7.0, 6.0, 10.0, 1.0, 2.0, 4.0, 1.0, 11.0, 3.0, 4.0, 4.0, 1.0, 0
P40314, 6, 148, 0.3491, 0.011163, 66, nan, nucleus; cytoplasm, 3.188, , 7.0, 2.0, 4.0, 8.0, 1.0, 9.0, 4.0, 1.0, 15.0, 10.0, 2.0, 15.0, 3.0, 9.0, 3.0, 7.0, 8.0, 4.0, 0, 1.0
P40316, 30, 160, 0.2863, 0.001185, 54, nan, nucleus; cytoplasm, 3.401, , 6.0, 0, 7.0, 2.0, 2.0, 6.0, 4.0, 5.0, 13.0, 18.0, 0, 13.0, 6.0, 11.0, 12.0, 16.0, 5.0, 3.0, 0, 2.0
P40316, 197, 242, 0.2863, 0.001185, 54, nan, nucleus; cytoplasm, 3.695, , 1.0, 0, 2.0, 4.0, 1.0, 7.0, 0, 1.0, 5.0, 9.0, 0, 5.0, 0, 4.0, 0, 4.0, 1.0, 0, 0, 0
P40317, 353, 579, 0.2982, 0.004396, 54, False, nucleus, 2.815, , 4.0, 0, 10.0, 7.0, 3.0, 5.0, 2.0, 5.0, 12.0, 6.0, 2.0, 13.0, 10.0, 10.0, 7.0, 5.0, 4.0, 1.0, 1.0, 3.0
P40317, 585, 892, 0.2982, 0.004396, 54, False, nucleus, 3.333, , 10.0, 2.0, 9.0, 12.0, 2.0, 11.0, 4.0, 4.0, 12.0, 9.0, 4.0, 17.0, 8.0, 4.0, 12.0, 22.0, 20.0, 6.0, 0, 2.0
P40327, 88, 159, 0.3013, 6.6e-05, 54, False, nucleus; cytoplasm, 3.06, , 0, 0, 5.0, 9.0, 0, 4.0, 0, 3.0, 4.0, 3.0, 1.0, 1.0, 3.0, 2.0, 0, 3.0, 3.0, 0, 0, 1.0
P40327, 169, 350, 0.3013, 6.6e-05, 54, False, nucleus; cytoplasm, 2.838, , 4.0, 0, 9.0, 11.0, 1.0, 16.0, 1.0, 2.0, 9.0, 4.0, 1.0, 3.0, 5.0, 5.0, 7.0, 7.0, 4.0, 1.0, 0, 2.0
P40327, 356, 433, 0.3013, 6.6e-05, 54, False, nucleus; cytoplasm, 2.854, , 3.0, 0, 2.0, 8.0, 0, 4.0, 0, 1.0, 6.0, 3.0, 1.0, 4.0, 0, 3.0, 3.0, 2.0, 5.0, 1.0, 0, 0
P40328, 15, 178, 0.1337, 0.000745, 6, nan, , 3.035, , 4.0, 0, 5.0, 9.0, 1.0, 13.0, 1.0, 1.0, 16.0, 9.0, 1.0, 11.0, 3.0, 5.0, 7.0, 10.0, 7.0, 4.0, 1.0, 2.0
P40328, 430, 644, 0.1337, 0.000745, 6, nan, , 2.717, , 6.0, 0, 10.0, 10.0, 0, 8.0, 0, 1.0, 7.0, 7.0, 1.0, 10.0, 2.0, 3.0, 13.0, 18.0, 4.0, 0, 1.0, 4.0
P40328, 651, 749, 0.1337, 0.000745, 6, nan, , 3.187, , 3.0, 0, 5.0, 6.0, 3.0, 5.0, 0, 0, 10.0, 5.0, 3.0, 1.0, 0, 4.0, 2.0, 8.0, 2.0, 0, 1.0, 2.0
P40335, 10, 181, 0.3077, 3e-05, 66, nan, , 3.197, , 2.0, 1.0, 9.0, 5.0, 0, 9.0, 2.0, 2.0, 10.0, 5.0, 2.0, 6.0, 2.0, 3.0, 6.0, 29.0, 3.0, 4.0, 0, 3.0
P40335, 248, 376, 0.3077, 3e-05, 66, nan, , 3.057, , 2.0, 2.0, 5.0, 8.0, 2.0, 7.0, 0, 0, 4.0, 2.0, 2.0, 3.0, 1.0, 3.0, 8.0, 8.0, 5.0, 3.0, 0, 3.0
P40339, 12, 162, 0.193, 0.000859, 18, False, nucleus, 2.433, , 3.0, 0, 7.0, 7.0, 0, 9.0, 3.0, 2.0, 7.0, 1.0, 1.0, 7.0, 3.0, 6.0, 7.0, 5.0, 1.0, 2.0, 0, 1.0
P40339, 169, 228, 0.193, 0.000859, 18, False, nucleus, 2.597, , 1.0, 0, 6.0, 3.0, 2.0, 3.0, 1.0, 0, 4.0, 2.0, 0, 2.0, 0, 3.0, 2.0, 1.0, 0, 1.0, 0, 1.0
P40339, 234, 321, 0.193, 0.000859, 18, False, nucleus, 3.105, , 2.0, 0, 2.0, 4.0, 1.0, 4.0, 0, 1.0, 9.0, 4.0, 1.0, 4.0, 0, 2.0, 2.0, 4.0, 2.0, 1.0, 0, 1.0
P40340, 323, 357, 0.1745, 0.000205, 18, nan, nucleus; chromosome; centromere; chromosome, 4.084, , 1.0, 0, 2.0, 0, 5.0, 5.0, 0, 1.0, 1.0, 1.0, 0, 3.0, 3.0, 1.0, 1.0, 2.0, 3.0, 1.0, 0, 1.0
P40340, 413, 666, 0.1745, 0.000205, 18, nan, nucleus; chromosome; centromere; chromosome, 2.988, , 7.0, 0, 13.0, 10.0, 2.0, 15.0, 1.0, 2.0, 15.0, 10.0, 1.0, 7.0, 7.0, 7.0, 14.0, 14.0, 3.0, 4.0, 1.0, 3.0
P40340, 668, 916, 0.1745, 0.000205, 18, nan, nucleus; chromosome; centromere; chromosome, 3.215, , 6.0, 1.0, 7.0, 18.0, 6.0, 9.0, 2.0, 5.0, 13.0, 8.0, 2.0, 10.0, 6.0, 7.0, 7.0, 22.0, 5.0, 2.0, 0, 7.0
P40340, 956, 1131, 0.1745, 0.000205, 18, nan, nucleus; chromosome; centromere; chromosome, 2.999, , 5.0, 0, 8.0, 14.0, 3.0, 5.0, 1.0, 4.0, 11.0, 5.0, 2.0, 7.0, 3.0, 7.0, 9.0, 4.0, 3.0, 5.0, 2.0, 1.0
P40340, 1319, 1377, 0.1745, 0.000205, 18, nan, nucleus; chromosome; centromere; chromosome, 3.6, , 3.0, 0, 3.0, 4.0, 1.0, 1.0, 2.0, 4.0, 6.0, 2.0, 0, 1.0, 1.0, 2.0, 0, 5.0, 2.0, 1.0, 2.0, 0
P40344, 2, 297, 0.309, 5.9e-05, 66, nan, cytoplasm; mitochondrion, 2.961, , 6.0, 2.0, 24.0, 25.0, 2.0, 12.0, 3.0, 4.0, 14.0, 8.0, 2.0, 6.0, 6.0, 10.0, 5.0, 16.0, 10.0, 6.0, 2.0, 2.0
P40347, 9, 160, 0.4354, 6.7e-05, 90, True, cytoplasm, 2.217, , 1.0, 0, 7.0, 8.0, 0, 8.0, 2.0, 1.0, 14.0, 2.0, 0, 7.0, 0, 3.0, 1.0, 3.0, 3.0, 1.0, 1.0, 2.0
P40348, 28, 188, 0.1759, 6e-06, 18, False, nucleus, 2.449, , 3.0, 0, 6.0, 8.0, 0, 6.0, 2.0, 0, 10.0, 2.0, 0, 5.0, 6.0, 0, 6.0, 9.0, 6.0, 1.0, 0, 2.0
P40348, 195, 260, 0.1759, 6e-06, 18, False, nucleus, 2.493, , 2.0, 0, 6.0, 5.0, 1.0, 7.0, 0, 0, 3.0, 2.0, 0, 3.0, 0, 3.0, 4.0, 2.0, 2.0, 0, 0, 1.0
P40348, 266, 351, 0.1759, 6e-06, 18, False, nucleus, 2.724, , 1.0, 0, 5.0, 4.0, 2.0, 3.0, 1.0, 3.0, 5.0, 0, 0, 8.0, 0, 3.0, 0, 6.0, 3.0, 0, 2.0, 0
P40352, 29, 123, 0.2182, 0.001037, 30, nan, nucleus, 2.407, , 1.0, 0, 7.0, 7.0, 1.0, 1.0, 1.0, 2.0, 8.0, 3.0, 0, 8.0, 0, 10.0, 8.0, 6.0, 4.0, 4.0, 0, 0
P40352, 143, 294, 0.2182, 0.001037, 30, nan, nucleus, 2.975, , 6.0, 1.0, 18.0, 19.0, 5.0, 9.0, 1.0, 3.0, 12.0, 10.0, 3.0, 7.0, 3.0, 9.0, 7.0, 10.0, 5.0, 1.0, 1.0, 4.0
P40352, 296, 566, 0.2182, 0.001037, 30, nan, nucleus, 3.026, , 7.0, 0, 11.0, 6.0, 2.0, 18.0, 5.0, 4.0, 15.0, 4.0, 4.0, 13.0, 6.0, 11.0, 6.0, 9.0, 9.0, 4.0, 2.0, 5.0
P40352, 571, 871, 0.2182, 0.001037, 30, nan, nucleus, 2.876, , 1.0, 0, 12.0, 14.0, 5.0, 17.0, 8.0, 4.0, 16.0, 7.0, 1.0, 13.0, 3.0, 7.0, 7.0, 15.0, 7.0, 4.0, 0, 3.0
P40352, 1006, 1079, 0.2182, 0.001037, 30, nan, nucleus, 2.876, , 3.0, 0, 1.0, 6.0, 1.0, 2.0, 0, 2.0, 8.0, 1.0, 0, 6.0, 0, 2.0, 5.0, 8.0, 2.0, 3.0, 0, 0
P40354, 15, 456, 0.3357, 5.4e-05, 66, nan, , 2.958, , 4.0, 0, 25.0, 20.0, 4.0, 19.0, 2.0, 7.0, 18.0, 11.0, 2.0, 10.0, 7.0, 11.0, 4.0, 14.0, 6.0, 2.0, 0, 0
P40356, 12, 106, 0.2461, 0.008782, 42, nan, nucleus, 3.468, , 5.0, 1.0, 7.0, 7.0, 3.0, 1.0, 1.0, 5.0, 5.0, 6.0, 2.0, 6.0, 3.0, 6.0, 6.0, 4.0, 0, 2.0, 0, 2.0
P40357, 18, 171, 0.2282, 0.000867, 30, nan, , 3.123, , 15.0, 0, 15.0, 9.0, 3.0, 16.0, 0, 2.0, 9.0, 6.0, 2.0, 18.0, 9.0, 7.0, 6.0, 13.0, 4.0, 2.0, 0, 13.0
P40357, 365, 421, 0.2282, 0.000867, 30, nan, , 2.256, , 2.0, 0, 3.0, 9.0, 3.0, 2.0, 2.0, 1.0, 2.0, 0, 1.0, 3.0, 0, 18.0, 3.0, 2.0, 2.0, 1.0, 1.0, 2.0
P40357, 423, 649, 0.2282, 0.000867, 30, nan, , 2.944, , 8.0, 0, 8.0, 22.0, 3.0, 7.0, 3.0, 6.0, 17.0, 12.0, 4.0, 18.0, 1.0, 15.0, 14.0, 10.0, 4.0, 6.0, 0, 2.0
P40359, 6, 211, 0.2987, 4.9e-05, 54, nan, nucleus, 2.592, , 4.0, 0, 10.0, 14.0, 4.0, 6.0, 5.0, 4.0, 10.0, 6.0, 1.0, 8.0, 4.0, 11.0, 11.0, 4.0, 8.0, 0, 1.0, 1.0
P40360, 17, 362, 0.118, 0.002377, 6, nan, mitochondrion, 3.055, , 11.0, 1.0, 14.0, 13.0, 3.0, 10.0, 4.0, 4.0, 16.0, 8.0, 3.0, 13.0, 7.0, 8.0, 9.0, 25.0, 9.0, 2.0, 1.0, 2.0
P40360, 368, 562, 0.118, 0.002377, 6, nan, mitochondrion, 2.625, , 1.0, 1.0, 8.0, 6.0, 2.0, 8.0, 4.0, 3.0, 16.0, 2.0, 0, 5.0, 7.0, 5.0, 6.0, 9.0, 2.0, 3.0, 0, 1.0
P40361, 15, 70, 0.3208, 0.001926, 66, nan, , 3.709, , 1.0, 0, 6.0, 5.0, 1.0, 2.0, 0, 2.0, 5.0, 4.0, 3.0, 4.0, 3.0, 3.0, 2.0, 6.0, 3.0, 6.0, 0, 0
P40361, 82, 145, 0.3208, 0.001926, 66, nan, , 3.621, , 2.0, 0, 4.0, 4.0, 3.0, 4.0, 2.0, 3.0, 5.0, 3.0, 1.0, 4.0, 4.0, 2.0, 2.0, 10.0, 3.0, 3.0, 0, 3.0
P40361, 257, 288, 0.3208, 0.001926, 66, nan, , 3.875, , 1.0, 0, 3.0, 6.0, 4.0, 0, 0, 2.0, 1.0, 2.0, 0, 0, 2.0, 1.0, 1.0, 4.0, 2.0, 1.0, 0, 2.0
P40361, 290, 877, 0.3208, 0.001926, 66, nan, , 3.23, , 6.0, 0, 15.0, 24.0, 8.0, 17.0, 4.0, 8.0, 29.0, 18.0, 0, 16.0, 7.0, 11.0, 9.0, 19.0, 11.0, 8.0, 2.0, 12.0
P40362, 236, 591, 0.1187, 0.000103, 6, False, nucleus; nucleolus, 3.188, , 5.0, 0, 3.0, 5.0, 1.0, 29.0, 6.0, 3.0, 14.0, 5.0, 1.0, 12.0, 4.0, 10.0, 9.0, 20.0, 12.0, 6.0, 0, 2.0
P40363, 3, 296, 0.2684, 0.0007, 54, True, cytoplasm, 2.628, , 4.0, 1.0, 8.0, 14.0, 2.0, 18.0, 2.0, 0, 14.0, 3.0, 0, 9.0, 5.0, 5.0, 4.0, 9.0, 3.0, 2.0, 1.0, 1.0
P40366, 23, 118, 0.3631, 0.015686, 66, nan, nucleus, 3.658, , 4.0, 0, 8.0, 5.0, 3.0, 1.0, 3.0, 1.0, 3.0, 6.0, 1.0, 3.0, 5.0, 9.0, 2.0, 3.0, 7.0, 7.0, 0, 1.0
P40413, 42, 168, 0.4004, 6.7e-05, 78, False, cytoplasm, 3.948, , 6.0, 1.0, 9.0, 9.0, 0, 10.0, 2.0, 10.0, 6.0, 9.0, 0, 2.0, 2.0, 4.0, 2.0, 8.0, 2.0, 0, 0, 0
P40413, 174, 238, 0.4004, 6.7e-05, 78, False, cytoplasm, 3.262, , 2.0, 0, 8.0, 2.0, 3.0, 4.0, 0, 2.0, 6.0, 3.0, 1.0, 1.0, 0, 1.0, 5.0, 5.0, 1.0, 1.0, 0, 0
P40413, 240, 435, 0.4004, 6.7e-05, 78, False, cytoplasm, 2.847, , 2.0, 2.0, 14.0, 11.0, 1.0, 10.0, 4.0, 4.0, 16.0, 4.0, 1.0, 4.0, 6.0, 6.0, 6.0, 6.0, 5.0, 5.0, 2.0, 2.0
P40413, 442, 557, 0.4004, 6.7e-05, 78, False, cytoplasm, 4.387, , 5.0, 2.0, 5.0, 4.0, 2.0, 10.0, 0, 8.0, 6.0, 7.0, 1.0, 2.0, 1.0, 4.0, 3.0, 6.0, 4.0, 3.0, 0, 2.0
P40433, 185, 390, 0.2983, 0.000747, 54, nan, , 2.732, , 6.0, 0, 8.0, 8.0, 3.0, 11.0, 3.0, 0, 20.0, 6.0, 0, 7.0, 4.0, 2.0, 3.0, 7.0, 0, 1.0, 0, 3.0
P40433, 400, 631, 0.2983, 0.000747, 54, nan, , 2.368, , 2.0, 1.0, 9.0, 10.0, 0, 13.0, 1.0, 3.0, 11.0, 0, 3.0, 14.0, 7.0, 7.0, 8.0, 5.0, 5.0, 1.0, 0, 4.0
P40449, 103, 232, 0.1868, 0.002768, 18, nan, , 3.011, , 2.0, 0, 4.0, 7.0, 2.0, 3.0, 2.0, 2.0, 13.0, 3.0, 2.0, 4.0, 0, 2.0, 3.0, 10.0, 1.0, 3.0, 0, 1.0
P40450, 100, 145, 0.1791, 0.000147, 18, nan, , 3.238, , 2.0, 1.0, 1.0, 2.0, 2.0, 3.0, 1.0, 0, 3.0, 3.0, 0, 3.0, 0, 1.0, 4.0, 3.0, 1.0, 0, 2.0, 0
P40450, 162, 410, 0.1791, 0.000147, 18, nan, , 2.836, , 6.0, 0, 11.0, 12.0, 1.0, 5.0, 3.0, 4.0, 17.0, 7.0, 2.0, 14.0, 4.0, 5.0, 2.0, 8.0, 4.0, 2.0, 0, 3.0
P40450, 432, 531, 0.1791, 0.000147, 18, nan, , 3.835, , 4.0, 1.0, 7.0, 8.0, 4.0, 0, 0, 4.0, 7.0, 10.0, 0, 6.0, 4.0, 5.0, 2.0, 12.0, 3.0, 4.0, 1.0, 3.0
P40450, 533, 600, 0.1791, 0.000147, 18, nan, , 3.542, , 3.0, 0, 6.0, 6.0, 0, 0, 4.0, 5.0, 10.0, 12.0, 0, 5.0, 0, 4.0, 2.0, 4.0, 3.0, 1.0, 0, 1.0
P40450, 898, 933, 0.1791, 0.000147, 18, nan, , 3.218, , 2.0, 0, 2.0, 3.0, 2.0, 1.0, 0, 4.0, 5.0, 0, 1.0, 2.0, 1.0, 4.0, 2.0, 2.0, 3.0, 0, 0, 0
P40450, 960, 1073, 0.1791, 0.000147, 18, nan, , 3.227, , 3.0, 1.0, 6.0, 5.0, 2.0, 3.0, 1.0, 2.0, 7.0, 4.0, 3.0, 5.0, 1.0, 5.0, 2.0, 6.0, 1.0, 1.0, 0, 4.0
P40450, 1075, 1165, 0.1791, 0.000147, 18, nan, , 3.573, , 1.0, 0, 6.0, 2.0, 3.0, 4.0, 2.0, 7.0, 11.0, 4.0, 1.0, 4.0, 2.0, 1.0, 4.0, 4.0, 1.0, 2.0, 0, 1.0
P40450, 1167, 1247, 0.1791, 0.000147, 18, nan, , 2.348, , 0, 0, 6.0, 9.0, 1.0, 3.0, 2.0, 1.0, 15.0, 4.0, 0, 3.0, 1.0, 4.0, 2.0, 2.0, 3.0, 2.0, 0, 2.0
P40450, 1249, 1273, 0.1791, 0.000147, 18, nan, , 4.068, , 2.0, 1.0, 0, 4.0, 5.0, 0, 0, 2.0, 5.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0, 0, 0, 0, 0, 0
P40450, 1275, 1374, 0.1791, 0.000147, 18, nan, , 3.309, , 3.0, 0, 10.0, 11.0, 0, 3.0, 3.0, 5.0, 11.0, 10.0, 3.0, 8.0, 2.0, 2.0, 10.0, 7.0, 4.0, 7.0, 0, 1.0
P40453, 24, 143, 0.1888, 0.00863, 18, nan, cytoplasm, 3.006, , 1.0, 0, 8.0, 7.0, 0, 3.0, 5.0, 3.0, 6.0, 7.0, 2.0, 5.0, 2.0, 4.0, 4.0, 2.0, 2.0, 2.0, 0, 3.0
P40453, 300, 478, 0.1888, 0.00863, 18, nan, cytoplasm, 3.027, , 2.0, 0, 4.0, 8.0, 2.0, 2.0, 2.0, 6.0, 11.0, 4.0, 1.0, 5.0, 3.0, 15.0, 2.0, 6.0, 3.0, 3.0, 0, 3.0
P40453, 599, 801, 0.1888, 0.00863, 18, nan, cytoplasm, 3.212, , 4.0, 5.0, 10.0, 3.0, 0, 10.0, 3.0, 3.0, 11.0, 7.0, 3.0, 13.0, 5.0, 8.0, 5.0, 12.0, 4.0, 3.0, 0, 3.0
P40453, 946, 1068, 0.1888, 0.00863, 18, nan, cytoplasm, 3.77, , 1.0, 0, 4.0, 2.0, 1.0, 5.0, 1.0, 6.0, 11.0, 3.0, 0, 7.0, 1.0, 0, 3.0, 4.0, 10.0, 7.0, 0, 3.0
P40454, 24, 303, 0.3131, 3.2e-05, 66, nan, nucleus; cytoplasm, 3.108, , 6.0, 0, 9.0, 12.0, 1.0, 16.0, 9.0, 0, 5.0, 6.0, 2.0, 0, 13.0, 4.0, 8.0, 7.0, 7.0, 4.0, 1.0, 3.0
P40456, 206, 525, 0.2866, 0.008795, 54, False, , 3.521, , 4.0, 1.0, 13.0, 10.0, 8.0, 7.0, 2.0, 11.0, 15.0, 10.0, 3.0, 13.0, 6.0, 11.0, 4.0, 8.0, 12.0, 3.0, 0, 4.0
P40456, 542, 603, 0.2866, 0.008795, 54, False, , 3.116, , 2.0, 0, 5.0, 4.0, 0, 0, 1.0, 1.0, 4.0, 5.0, 0, 4.0, 1.0, 2.0, 2.0, 5.0, 4.0, 1.0, 1.0, 2.0
P40456, 605, 867, 0.2866, 0.008795, 54, False, , 3.101, , 3.0, 2.0, 16.0, 15.0, 3.0, 7.0, 3.0, 3.0, 10.0, 3.0, 3.0, 7.0, 7.0, 5.0, 1.0, 6.0, 3.0, 7.0, 0, 2.0
P40456, 921, 1113, 0.2866, 0.008795, 54, False, , 2.478, , 4.0, 0, 11.0, 8.0, 1.0, 7.0, 4.0, 4.0, 15.0, 3.0, 1.0, 11.0, 0, 4.0, 5.0, 5.0, 6.0, 0, 1.0, 2.0
P40457, 11, 131, 0.1545, 1.4e-05, 6, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; nuclear pore complex; nucleus, 3.285, , 4.0, 0, 7.0, 18.0, 2.0, 2.0, 2.0, 5.0, 15.0, 12.0, 1.0, 5.0, 2.0, 7.0, 10.0, 10.0, 3.0, 8.0, 1.0, 6.0
P40457, 362, 585, 0.1545, 1.4e-05, 6, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; nuclear pore complex; nucleus, 3.809, , 9.0, 2.0, 7.0, 29.0, 4.0, 2.0, 3.0, 20.0, 19.0, 27.0, 1.0, 17.0, 2.0, 14.0, 13.0, 13.0, 11.0, 8.0, 0, 1.0
P40457, 597, 863, 0.1545, 1.4e-05, 6, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; nuclear pore complex; nucleus, 3.466, , 12.0, 4.0, 9.0, 42.0, 7.0, 2.0, 3.0, 18.0, 43.0, 28.0, 6.0, 13.0, 2.0, 12.0, 12.0, 28.0, 14.0, 4.0, 2.0, 5.0
P40457, 1291, 1470, 0.1545, 1.4e-05, 6, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; nuclear pore complex; nucleus, 3.283, , 11.0, 0, 13.0, 31.0, 4.0, 0, 4.0, 12.0, 29.0, 20.0, 2.0, 7.0, 1.0, 8.0, 9.0, 12.0, 9.0, 3.0, 1.0, 3.0
P40457, 1472, 1546, 0.1545, 1.4e-05, 6, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; nucleus; nuclear pore complex; nucleus, 3.139, , 4.0, 0, 3.0, 12.0, 3.0, 5.0, 0, 1.0, 11.0, 7.0, 0, 8.0, 3.0, 3.0, 3.0, 7.0, 1.0, 3.0, 1.0, 0
P40459, 3, 184, 0.5276, 0.001271, 90, True, nucleus; cytoplasm, 2.717, , 2.0, 1.0, 7.0, 11.0, 2.0, 8.0, 3.0, 2.0, 7.0, 3.0, 1.0, 5.0, 7.0, 4.0, 4.0, 5.0, 5.0, 0, 0, 0
