UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA , C_SASA , D_SASA , E_SASA , F_SASA , G_SASA , H_SASA , I_SASA , K_SASA , L_SASA , M_SASA , N_SASA , P_SASA , Q_SASA , R_SASA , S_SASA , T_SASA , V_SASA , W_SASA , Y_SASA
P46671, 146, 196, 0.2115, 0.016099, 30, nan, endoplasmic reticulum, 2.607, , 0, 0, 481.59, 790.17, 102.54, 0, 98.41, 197.44, 1320.49, 544.64, 0, 78.86, 0, 395.19, 568.68, 265.7, 142.0, 0, 0, 190.39
P46672, 4, 116, 0.3898, 3.3e-05, 78, False, cytoplasm, 3.274, , 200.25, 0, 546.31, 594.19, 0, 65.13, 74.9, 126.76, 857.07, 311.61, 0, 86.48, 285.09, 286.77, 365.53, 811.21, 505.13, 252.8, 0, 411.06
P46672, 205, 366, 0.3898, 3.3e-05, 78, False, cytoplasm, 2.366, , 224.37, 0, 1197.66, 1264.31, 0, 415.67, 303.08, 77.62, 2177.37, 88.06, 78.74, 277.89, 469.37, 270.41, 173.34, 147.64, 105.84, 154.74, 0, 92.74
P46674, 128, 545, 0.1671, 0.005118, 18, nan, nucleus envelope, 2.608, , 904.19, 48.05, 1036.49, 1994.58, 103.78, 369.14, 404.75, 108.12, 2698.02, 397.33, 0, 1652.93, 889.83, 1473.93, 1205.4, 928.4, 1079.28, 398.01, 0, 768.29
P46674, 749, 816, 0.1671, 0.005118, 18, nan, nucleus envelope, 3.507, , 289.52, 0, 380.23, 1061.67, 659.95, 0, 125.18, 307.35, 1079.56, 724.28, 159.4, 233.25, 0, 190.13, 913.28, 334.66, 197.95, 0, 151.01, 663.69
P46674, 870, 1085, 0.1671, 0.005118, 18, nan, nucleus envelope, 2.604, , 115.24, 46.25, 858.91, 1372.25, 306.38, 13.01, 399.89, 153.17, 1807.98, 411.03, 90.29, 652.61, 239.51, 325.23, 512.56, 1035.78, 607.92, 69.94, 0, 190.17
P46675, 16, 265, 0.1727, 0.0, 18, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; chromosome; centromere; kinetochore; cytoplasm; cytoskeleton; spindle, 2.719, , 228.0, 0, 699.81, 1165.85, 0, 300.11, 82.02, 280.83, 2577.14, 576.03, 83.53, 757.33, 349.26, 477.98, 1248.0, 841.6, 627.45, 259.97, 0, 135.13
P46675, 315, 556, 0.1727, 0.0, 18, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; chromosome; centromere; kinetochore; cytoplasm; cytoskeleton; spindle, 2.267, , 147.01, 0, 805.94, 1042.08, 0, 121.13, 275.04, 0, 2885.63, 109.16, 264.28, 527.03, 511.44, 686.43, 302.36, 856.97, 658.96, 132.82, 128.74, 0
P46675, 663, 702, 0.1727, 0.0, 18, False, cytoplasm; cytoskeleton; microtubule organizing center; spindle pole body; chromosome; centromere; kinetochore; cytoplasm; cytoskeleton; spindle, 2.977, , 0, 0, 57.0, 673.01, 0, 0, 0, 281.48, 812.53, 409.56, 221.11, 494.65, 0, 363.84, 333.12, 49.98, 165.22, 0, 175.96, 528.18
P46676, 126, 167, 0.2192, 3e-05, 30, nan, nucleus, 3.876, , 0, 0, 410.86, 236.21, 159.31, 0, 119.43, 91.59, 385.75, 921.3, 118.45, 833.8, 0, 204.45, 214.73, 193.14, 72.91, 347.55, 0, 0
P46676, 821, 1053, 0.2192, 3e-05, 30, nan, nucleus, 2.548, , 305.11, 69.19, 1267.88, 1515.99, 448.11, 273.07, 364.84, 281.08, 1077.55, 82.31, 250.03, 980.8, 97.85, 295.87, 1127.73, 371.93, 514.91, 88.92, 0, 108.15
P46677, 467, 829, 0.1681, 0.000494, 18, nan, nucleus, 2.855, , 360.68, 90.95, 1137.07, 1377.7, 1017.14, 913.76, 1097.35, 167.57, 2961.17, 393.4, 277.3, 1054.54, 887.39, 942.95, 1754.27, 943.3, 809.82, 318.64, 0, 615.3
P46677, 931, 992, 0.1681, 0.000494, 18, nan, nucleus, 3.148, , 35.45, 0, 270.15, 990.9, 169.58, 32.73, 0, 409.24, 1091.56, 817.39, 0, 400.6, 91.06, 599.17, 813.75, 137.65, 283.24, 76.52, 0, 145.59
P46678, 307, 336, 0.2438, 0.000439, 42, nan, nucleus, 1.988, , 0, 0, 0, 1126.28, 189.35, 0, 227.85, 0, 190.21, 192.41, 98.73, 0, 85.54, 234.26, 817.47, 43.15, 0, 0, 0, 0
P46678, 424, 551, 0.2438, 0.000439, 42, nan, nucleus, 3.065, , 338.43, 103.66, 569.99, 1158.55, 262.75, 228.05, 336.62, 585.87, 2187.91, 628.75, 292.44, 955.35, 311.18, 476.69, 761.08, 248.02, 314.05, 165.56, 0, 166.02
P46680, 6, 611, 0.5255, 0.000277, 90, True, cytoplasm; cytoskeleton; actin patch; cytoplasm; cytoskeleton, 2.938, , 419.68, 0, 1700.22, 2509.49, 295.92, 851.27, 73.34, 504.1, 2483.97, 440.92, 277.97, 1506.69, 750.3, 1708.41, 1515.46, 1712.02, 997.19, 365.79, 0, 113.92
P46681, 42, 518, 0.4151, 6.1e-05, 78, True, mitochondrion matrix, 2.65, , 397.48, 0, 1589.61, 3148.21, 210.05, 796.7, 790.75, 71.17, 2403.89, 236.55, 338.18, 1307.75, 599.79, 943.64, 938.9, 1235.49, 434.11, 401.68, 155.63, 340.17
P46683, 12, 149, 0.4336, 0.01527, 78, True, , 2.934, , 238.78, 0, 682.12, 1214.36, 272.46, 177.52, 0, 0, 636.28, 445.15, 0, 254.79, 0, 120.45, 477.4, 222.15, 477.33, 65.68, 0, 114.03
P46784, 7, 79, 0.2926, 3.4e-05, 54, nan, cytoplasm, 2.438, , 83.67, 0, 93.29, 859.51, 187.81, 52.81, 0, 0, 743.95, 91.66, 0, 224.59, 0, 551.83, 344.19, 197.42, 59.37, 74.8, 225.67, 317.36
P46944, 3, 78, 0.2274, 0.003288, 30, nan, preautophagosomal structure, 4.058, , 265.65, 57.81, 287.92, 485.44, 499.37, 71.8, 112.65, 371.45, 613.79, 465.75, 174.35, 229.71, 428.8, 183.11, 430.81, 316.74, 530.53, 309.63, 0, 336.74
P46944, 120, 370, 0.2274, 0.003288, 30, nan, preautophagosomal structure, 3.219, , 451.22, 0, 1091.61, 1675.91, 987.82, 64.4, 642.23, 458.27, 1187.51, 751.67, 424.02, 1207.95, 459.82, 1155.99, 826.95, 436.7, 634.28, 408.53, 109.8, 1153.16
P46944, 406, 578, 0.2274, 0.003288, 30, nan, preautophagosomal structure, 3.498, , 191.83, 101.4, 769.85, 948.47, 87.55, 152.16, 0, 496.3, 1243.3, 546.44, 375.97, 435.67, 236.65, 167.41, 577.81, 1108.45, 65.11, 217.42, 307.9, 485.49
P46944, 616, 672, 0.2274, 0.003288, 30, nan, preautophagosomal structure, 2.558, , 95.37, 0, 91.91, 360.41, 379.08, 71.07, 94.19, 70.39, 1027.81, 98.27, 0, 288.92, 0, 327.9, 803.78, 197.32, 147.98, 0, 234.62, 0
P46945, 8, 76, 0.0624, 0.015815, 6, nan, , 2.791, , 0, 78.16, 174.54, 689.35, 123.62, 55.54, 0, 324.83, 1231.2, 590.72, 150.06, 521.61, 113.49, 769.42, 1598.2, 443.12, 571.23, 101.96, 0, 578.82
P46945, 129, 500, 0.0624, 0.015815, 6, nan, , 3.109, , 328.82, 115.09, 1028.13, 2367.84, 677.92, 438.48, 411.14, 451.63, 3157.67, 1141.82, 326.21, 1537.36, 779.99, 349.57, 1374.5, 877.09, 753.66, 330.65, 0, 592.76
P46946, 181, 247, 0.2937, 0.001061, 54, nan, nucleus; cytoplasm, 3.76, , 228.22, 0, 468.51, 791.92, 657.02, 73.42, 166.69, 293.89, 1134.81, 755.85, 0, 438.71, 333.19, 159.95, 1233.58, 163.6, 137.6, 487.19, 0, 138.41
P46946, 284, 341, 0.2937, 0.001061, 54, nan, nucleus; cytoplasm, 2.767, , 0, 104.51, 437.32, 427.36, 174.97, 35.78, 0, 244.25, 1167.18, 211.89, 0, 82.72, 66.98, 522.75, 576.05, 53.18, 61.51, 88.29, 0, 522.53
P46947, 214, 251, 0.2329, 5e-06, 42, nan, nucleus; cytoplasm, 3.329, , 193.69, 0, 261.05, 392.27, 249.05, 91.87, 103.5, 250.05, 373.24, 0, 128.99, 252.76, 191.81, 91.09, 511.58, 173.22, 0, 71.1, 0, 0
P46948, 6, 232, 0.2548, 0.000386, 42, nan, nucleus; nucleolus; cytoplasm, 2.825, , 260.69, 0, 682.93, 1470.56, 489.31, 166.85, 342.72, 93.9, 1320.23, 669.32, 0, 702.12, 398.0, 85.79, 1630.84, 665.15, 317.06, 74.83, 106.73, 189.23
P46949, 720, 764, 0.2438, 0.00035, 42, nan, , 2.966, , 58.7, 0, 396.8, 448.32, 132.89, 24.71, 251.87, 184.74, 693.96, 371.01, 0, 287.57, 0, 248.29, 539.07, 239.78, 242.31, 85.04, 151.49, 603.43
P46957, 25, 475, 0.2882, 4.2e-05, 54, False, nucleus, 2.99, , 508.91, 140.32, 2040.77, 2213.8, 187.48, 906.64, 272.09, 691.57, 2728.67, 838.83, 168.86, 1779.01, 826.41, 505.77, 708.38, 1052.1, 560.2, 459.98, 175.22, 929.93
P46958, 185, 464, 0.3122, 0.004897, 66, nan, , 2.721, , 497.35, 74.43, 1211.13, 1989.04, 443.29, 435.4, 188.1, 189.16, 655.5, 141.2, 223.42, 1120.25, 0, 1332.5, 928.34, 1049.17, 452.69, 266.85, 0, 333.05
P46959, 4, 291, 0.2809, 0.000426, 54, True, nucleus, 2.909, , 148.78, 121.1, 1403.02, 1786.95, 380.97, 689.78, 466.14, 299.67, 1829.38, 696.11, 273.93, 829.88, 521.57, 1195.29, 2394.54, 609.72, 280.46, 562.49, 0, 452.99
P46959, 323, 362, 0.2809, 0.000426, 54, True, nucleus, 3.416, , 188.12, 0, 0, 648.9, 524.61, 166.53, 135.83, 99.72, 1384.36, 121.98, 160.52, 186.61, 130.52, 0, 224.31, 331.27, 409.68, 116.99, 108.86, 322.09
P46962, 8, 303, 0.1905, 0.011782, 18, nan, nucleus; nucleolus, 2.758, , 264.09, 0, 963.29, 1119.88, 228.53, 69.72, 229.2, 337.41, 1786.4, 551.76, 218.39, 1203.56, 437.34, 876.07, 1282.46, 499.4, 264.17, 502.67, 0, 556.27
P46963, 6, 279, 0.1929, 0.006119, 18, nan, nucleus; nucleolus; cytoplasm, 2.735, , 230.36, 0, 1682.35, 1233.72, 474.0, 23.87, 1076.65, 487.98, 2030.72, 695.3, 224.75, 765.23, 630.06, 893.72, 1115.87, 1311.25, 2147.21, 0, 340.42, 346.59
P46969, 2, 236, 0.6909, 0.02727, 90, True, cytoplasm, 2.729, , 437.94, 78.12, 819.14, 939.52, 207.0, 540.95, 576.39, 198.73, 1721.4, 100.84, 0, 251.1, 495.93, 178.7, 291.76, 367.77, 288.15, 0, 0, 0
P46970, 5, 929, 0.2487, 3.1e-05, 42, True, cytoplasm; nucleus, 2.752, , 932.96, 78.44, 4080.94, 4823.56, 689.69, 761.13, 671.17, 427.97, 3968.83, 1298.98, 384.43, 3235.65, 1881.55, 3702.01, 2160.59, 2114.88, 1619.53, 1016.01, 354.19, 327.31
P46970, 1002, 1045, 0.2487, 3.1e-05, 42, True, cytoplasm; nucleus, 3.683, , 107.11, 0, 316.54, 250.95, 0, 94.89, 312.71, 84.91, 200.03, 298.38, 224.6, 222.88, 109.53, 263.34, 332.94, 121.07, 205.86, 360.59, 0, 147.77
P46973, 7, 32, 0.2198, 0.011528, 30, nan, , 3.64, , 0, 157.67, 132.76, 0, 0, 178.87, 0, 87.82, 674.9, 148.83, 0, 0, 114.31, 0, 345.42, 42.62, 0, 82.07, 0, 245.49
P46973, 79, 158, 0.2198, 0.011528, 30, nan, , 3.294, , 129.53, 0, 588.34, 525.86, 113.03, 221.02, 114.19, 141.23, 736.66, 508.02, 171.38, 563.85, 0, 198.21, 169.84, 340.59, 138.67, 156.03, 0, 668.43
P46974, 151, 197, 0.2066, 0.001976, 30, nan, nucleus, 3.183, , 0, 180.05, 58.47, 214.3, 169.64, 97.77, 313.0, 143.29, 245.22, 354.76, 0, 0, 196.7, 245.14, 1132.5, 74.04, 279.55, 147.42, 0, 97.58
P46974, 765, 1375, 0.2066, 0.001976, 30, nan, nucleus, 2.847, , 773.07, 218.02, 1703.28, 2752.02, 532.73, 499.47, 540.57, 597.2, 2854.45, 683.95, 758.4, 3171.54, 730.84, 1216.9, 2263.49, 1266.29, 1148.32, 455.39, 210.6, 368.13
P46982, 51, 578, 0.0962, 0.004557, 6, False, golgi apparatus; cis-golgi network, 2.523, , 389.72, 0, 1745.64, 1594.58, 413.09, 832.96, 704.62, 184.86, 3216.26, 121.97, 0, 2291.43, 796.63, 721.7, 260.54, 1435.29, 796.56, 63.45, 0, 198.44
P46984, 64, 111, 0.4889, 0.009017, 90, False, nucleus; chromosome; telomere, 3.193, , 120.54, 0, 302.11, 486.2, 126.73, 160.46, 0, 94.35, 556.36, 597.94, 0, 278.97, 0, 566.35, 420.0, 0, 372.62, 0, 0, 179.74
P46988, 12, 99, 0.554, 2.6e-05, 90, True, cytoplasm, 2.99, , 58.42, 74.79, 504.71, 597.22, 134.15, 80.39, 116.78, 347.81, 1165.24, 374.7, 104.75, 314.1, 128.02, 375.8, 533.56, 283.9, 491.14, 61.65, 165.51, 394.78
P46990, 13, 151, 0.1838, 0.000335, 18, False, cytoplasm, 2.259, , 389.56, 0, 172.1, 505.71, 0, 361.29, 351.35, 103.48, 1249.57, 0, 0, 258.05, 82.2, 529.34, 1623.73, 567.23, 248.58, 0, 0, 515.48
P46995, 27, 502, 0.1824, 0.00158, 18, True, nucleus; chromosome, 2.519, , 563.21, 0, 2517.44, 2755.22, 314.49, 542.99, 500.39, 500.22, 3921.39, 497.59, 306.98, 1279.38, 901.22, 1585.3, 1345.08, 756.8, 701.35, 563.4, 0, 400.21
P46995, 628, 705, 0.1824, 0.00158, 18, True, nucleus; chromosome, 1.94, , 118.26, 0, 559.01, 344.24, 0, 46.05, 393.24, 177.1, 2048.01, 0, 0, 322.08, 216.7, 220.93, 263.46, 334.27, 141.82, 0, 0, 0
P47001, 45, 76, 0.3079, 0.001569, 66, False, secreted; cell wall, 4.187, , 228.16, 0, 199.17, 0, 141.48, 197.31, 0, 270.37, 365.87, 0, 0, 0, 0, 427.49, 148.08, 242.78, 499.5, 267.46, 0, 215.11
P47001, 135, 221, 0.3079, 0.001569, 66, False, secreted; cell wall, 4.008, , 494.89, 0, 425.65, 635.79, 114.6, 305.82, 89.6, 92.85, 307.15, 395.94, 0, 331.74, 200.46, 279.56, 0, 187.51, 84.82, 241.14, 0, 216.64
P47005, 57, 501, 0.2912, 2.5e-05, 54, nan, , 3.058, , 96.7, 231.88, 1287.99, 1627.28, 301.64, 114.64, 797.84, 704.3, 2555.45, 1466.62, 274.02, 1696.39, 683.18, 1452.77, 766.8, 1047.86, 662.1, 603.01, 266.5, 624.18
P47005, 560, 631, 0.2912, 2.5e-05, 54, nan, , 3.533, , 56.74, 89.9, 319.38, 611.73, 334.81, 0, 491.28, 172.57, 497.55, 309.78, 283.25, 380.89, 216.51, 0, 291.31, 228.26, 144.76, 0, 0, 470.51
P47006, 85, 136, 0.1353, 0.004839, 6, nan, nucleus; nucleolus, 3.641, , 149.93, 0, 807.62, 508.55, 229.42, 0, 0, 316.34, 647.28, 415.58, 208.68, 283.92, 156.07, 302.16, 0, 464.04, 193.94, 0, 0, 226.33
P47011, 3, 288, 0.2828, 0.002003, 54, nan, cytoplasm, 2.91, , 153.51, 0, 1058.13, 1457.77, 535.7, 141.31, 610.25, 319.3, 1885.11, 506.67, 0, 348.11, 737.28, 744.24, 948.69, 433.16, 362.25, 354.99, 158.72, 667.66
P47015, 101, 319, 0.1726, 0.004935, 18, nan, mitochondrion, 2.573, , 292.81, 0, 868.1, 2080.93, 0, 272.2, 485.27, 290.45, 3348.88, 701.63, 0, 1464.02, 286.47, 637.8, 1140.35, 645.64, 283.22, 432.52, 0, 322.91
P47016, 6, 297, 0.4403, 1e-05, 90, nan, cytoplasm; mitochondrion, 2.866, , 206.71, 57.12, 981.67, 1648.37, 0, 230.11, 284.11, 181.25, 1815.2, 891.43, 178.86, 438.16, 731.46, 545.25, 931.19, 674.98, 170.78, 276.57, 304.41, 0
P47017, 49, 166, 0.2073, 0.00016, 30, False, cytoplasm; cytoplasm; p-body; nucleus, 2.796, , 173.46, 0, 851.42, 1143.38, 218.45, 174.73, 409.7, 311.37, 1017.12, 172.69, 248.6, 214.44, 154.76, 373.21, 1074.39, 92.51, 65.0, 311.96, 117.82, 154.84
P47018, 214, 256, 0.3968, 0.000321, 78, True, cytoplasmic vesicle; copi-coated vesicle; cytoplasm, 3.569, , 0, 0, 285.37, 370.0, 212.53, 143.57, 91.29, 0, 122.81, 96.1, 0, 219.33, 118.44, 249.58, 347.66, 265.31, 0, 507.37, 205.17, 266.91
P47018, 285, 409, 0.3968, 0.000321, 78, True, cytoplasmic vesicle; copi-coated vesicle; cytoplasm, 3.09, , 383.68, 0, 1242.84, 574.35, 169.35, 91.18, 76.5, 607.26, 1261.1, 432.25, 0, 855.32, 254.07, 987.82, 222.98, 415.52, 613.59, 87.53, 296.37, 133.78
P47018, 451, 474, 0.3968, 0.000321, 78, True, cytoplasmic vesicle; copi-coated vesicle; cytoplasm, 4.571, , 52.62, 0, 221.65, 240.59, 117.06, 79.98, 0, 232.07, 144.28, 211.12, 123.91, 79.63, 0, 102.04, 203.57, 132.53, 0, 308.76, 199.83, 130.91
P47019, 17, 100, 0.235, 0.000103, 42, False, nucleus; cytoplasm, 3.4, , 402.12, 0, 0, 297.16, 104.41, 113.34, 324.41, 333.02, 1508.31, 567.18, 0, 602.79, 159.63, 464.89, 962.91, 816.64, 485.42, 483.22, 0, 0
P47027, 2, 242, 0.2705, 0.000807, 54, nan, nucleus, 2.742, , 161.27, 0, 1834.75, 363.78, 189.41, 377.47, 241.08, 713.99, 1721.53, 317.99, 149.87, 1612.51, 355.74, 1217.68, 1023.17, 671.46, 634.03, 0, 110.88, 368.71
P47027, 326, 600, 0.2705, 0.000807, 54, nan, nucleus, 2.756, , 0, 50.53, 1082.47, 1010.91, 349.59, 398.63, 443.37, 804.9, 1819.0, 216.64, 0, 1522.97, 720.97, 465.89, 575.76, 1051.4, 305.57, 85.75, 0, 305.91
P47029, 33, 151, 0.17, 1.4e-05, 18, nan, cytoplasm, 3.826, , 464.59, 63.15, 433.33, 1010.83, 774.45, 189.17, 230.51, 437.79, 1916.97, 885.19, 173.96, 459.7, 1078.07, 731.03, 764.47, 811.12, 455.46, 433.47, 208.33, 350.3
P47029, 282, 532, 0.17, 1.4e-05, 18, nan, cytoplasm, 3.324, , 630.22, 64.38, 868.47, 1459.7, 1283.61, 176.34, 734.42, 551.62, 1665.78, 638.97, 121.6, 1649.99, 892.05, 704.22, 1094.36, 576.11, 170.1, 528.12, 115.7, 456.9
P47029, 624, 647, 0.17, 1.4e-05, 18, nan, cytoplasm, 3.575, , 155.83, 0, 0, 351.72, 114.56, 0, 0, 146.8, 306.27, 341.19, 0, 223.43, 190.17, 401.77, 209.37, 309.4, 0, 0, 0, 193.4
P47030, 429, 554, 0.1294, 0.000356, 6, nan, , 2.875, , 81.18, 0, 638.01, 540.65, 94.2, 103.92, 161.18, 0, 862.35, 862.24, 0, 763.75, 393.36, 697.5, 983.38, 417.49, 172.93, 156.03, 205.49, 375.46
P47031, 23, 174, 0.2143, 7.7e-05, 30, False, nucleus; cytoplasm, 3.516, , 140.74, 0, 595.37, 930.98, 215.96, 65.09, 0, 254.37, 1248.67, 856.92, 530.75, 337.32, 69.27, 435.36, 583.57, 419.06, 444.86, 254.15, 103.41, 142.75
P47031, 210, 726, 0.2143, 7.7e-05, 30, False, nucleus; cytoplasm, 3.359, , 763.49, 83.02, 2476.34, 1978.09, 849.79, 910.95, 626.24, 1165.59, 2984.26, 1300.02, 416.27, 1566.18, 1055.69, 1101.17, 1365.86, 1294.97, 795.55, 353.01, 149.49, 629.62
P47032, 166, 295, 0.4729, 0.160644, 90, nan, secreted, 3.534, , 448.39, 0, 891.55, 335.26, 240.69, 472.26, 115.57, 73.67, 273.64, 278.69, 0, 522.91, 360.02, 0, 0, 604.45, 436.98, 0, 213.69, 238.03
P47035, 70, 142, 0.0916, 0.000197, 6, nan, nucleus; nucleolus, 3.133, , 0, 73.17, 649.33, 469.75, 500.56, 32.37, 0, 200.43, 647.42, 336.07, 92.3, 451.81, 270.73, 180.55, 288.9, 187.28, 150.91, 104.06, 0, 0
P47037, 1, 1070, 0.1937, 0.0, 18, False, nucleus; chromosome, 2.542, , 895.06, 0, 4506.47, 10225.6, 792.93, 1313.9, 938.69, 1789.2, 11858.74, 2809.38, 638.53, 4986.18, 863.32, 5509.35, 5723.77, 3929.22, 2438.47, 1250.27, 118.03, 727.59
P47037, 1107, 1220, 0.1937, 0.0, 18, False, nucleus; chromosome, 4.041, , 413.1, 56.02, 466.55, 1025.76, 522.81, 131.92, 117.7, 681.28, 935.83, 354.17, 143.86, 635.65, 99.04, 797.78, 205.24, 607.57, 319.58, 319.89, 0, 152.92
P47039, 25, 439, 0.3605, 0.000191, 66, True, cytoplasm; mitochondrion, 2.788, , 499.61, 52.23, 826.86, 2250.25, 389.58, 362.01, 74.22, 328.66, 2570.8, 507.82, 222.44, 1251.32, 602.68, 834.52, 409.62, 633.63, 420.5, 0, 0, 278.22
P47042, 10, 33, 0.4023, 0.031289, 78, nan, , 4.3, , 0, 0, 169.09, 0, 291.03, 61.43, 0, 117.2, 180.94, 379.8, 0, 209.78, 191.19, 0, 0, 173.09, 204.0, 0, 0, 0
P47042, 124, 529, 0.4023, 0.031289, 78, nan, , 3.045, , 386.57, 119.12, 1625.08, 2070.23, 816.04, 855.57, 775.31, 523.4, 2140.67, 1084.47, 86.3, 1805.73, 777.95, 1310.5, 2317.14, 1855.69, 808.79, 659.83, 0, 352.74
P47042, 602, 645, 0.4023, 0.031289, 78, nan, , 5.584, , 60.64, 207.38, 131.69, 137.04, 200.58, 96.44, 0, 372.85, 531.62, 471.43, 275.87, 0, 74.03, 95.62, 0, 0, 146.77, 182.15, 166.62, 272.92
P47043, 579, 637, 0.2067, 0.004642, 30, nan, nucleus, 2.8, , 38.52, 75.2, 632.08, 528.41, 311.85, 0.88, 225.55, 0, 652.55, 333.71, 175.79, 303.16, 311.82, 212.65, 153.38, 314.64, 0, 0, 0, 0
P47043, 705, 868, 0.2067, 0.004642, 30, nan, nucleus, 2.658, , 131.1, 209.9, 534.02, 551.41, 0, 279.27, 578.18, 323.1, 3199.65, 161.39, 0, 287.97, 292.79, 791.67, 869.24, 1095.01, 661.65, 246.68, 0, 0
P47044, 19, 228, 0.5745, 0.008957, 90, True, , 3.185, , 348.87, 0, 845.42, 1888.48, 477.6, 414.65, 227.01, 186.29, 1208.91, 434.46, 76.86, 378.26, 357.5, 308.66, 424.92, 441.1, 200.44, 346.22, 0, 198.19
P47047, 91, 360, 0.3007, 7.9e-05, 54, False, nucleus, 3.011, , 388.9, 0, 1087.68, 1725.37, 320.37, 371.24, 272.43, 489.17, 1463.24, 374.59, 82.4, 818.42, 580.13, 903.11, 1062.3, 734.15, 842.13, 296.28, 0, 337.38
P47047, 393, 1065, 0.3007, 7.9e-05, 54, False, nucleus, 2.626, , 783.66, 0, 2603.12, 4412.85, 530.52, 1126.84, 662.51, 941.56, 6013.88, 693.65, 201.85, 1527.33, 921.54, 1255.96, 3723.96, 988.85, 619.13, 927.25, 145.67, 196.71
P47048, 9, 389, 0.2718, 0.001191, 54, nan, , 2.339, , 413.18, 0, 1327.23, 4143.38, 104.51, 413.19, 370.21, 265.86, 2322.35, 576.14, 260.37, 1540.68, 381.99, 1021.43, 2255.36, 1040.63, 1059.42, 183.23, 0, 196.9
P47050, 28, 746, 0.1999, 0.002519, 30, nan, nucleus; cytoplasm, 2.393, , 617.79, 203.62, 2530.81, 5682.47, 836.16, 433.35, 962.45, 657.94, 6559.98, 510.86, 603.68, 2865.3, 1056.19, 2367.94, 3463.02, 1710.76, 1558.96, 674.45, 0, 1336.12
P47050, 777, 833, 0.1999, 0.002519, 30, nan, nucleus; cytoplasm, 2.368, , 88.0, 0, 548.17, 355.92, 139.08, 165.74, 114.57, 0, 728.3, 100.78, 0, 149.89, 0, 235.37, 768.34, 142.11, 224.03, 75.76, 0, 0
P47051, 89, 401, 0.2275, 0.03753, 30, nan, , 2.87, , 343.95, 0, 1023.88, 1636.25, 334.21, 726.32, 102.4, 451.11, 2524.71, 439.11, 0, 1056.9, 246.53, 517.8, 1028.04, 669.31, 308.86, 241.12, 0, 721.45
P47054, 1, 361, 0.1175, 2.7e-05, 6, nan, nucleus; nuclear pore complex, 2.909, , 406.81, 88.43, 1923.64, 2031.53, 451.1, 252.32, 369.62, 520.23, 2251.35, 756.84, 129.42, 780.54, 396.72, 844.93, 758.93, 840.2, 843.53, 146.47, 0, 382.59
P47054, 426, 1676, 0.1175, 2.7e-05, 6, nan, nucleus; nuclear pore complex, 2.976, , 895.92, 168.57, 4585.89, 5404.21, 1757.49, 1249.39, 1140.22, 1089.36, 7061.12, 2379.38, 420.16, 4011.38, 744.91, 2136.97, 2753.8, 4218.98, 3278.7, 1345.57, 0, 1507.78
P47058, 3, 244, 0.3763, 0.000159, 78, nan, , 2.973, , 307.68, 108.0, 937.5, 1024.9, 285.32, 279.37, 473.94, 132.79, 1257.37, 238.12, 112.0, 981.45, 546.0, 304.71, 828.9, 719.85, 494.76, 501.5, 0, 208.78
P47068, 8, 63, 0.3609, 1.5e-05, 66, False, cytoplasm; cytoskeleton; actin patch, 2.935, , 85.86, 0, 539.09, 821.14, 117.24, 47.47, 0, 76.99, 407.89, 0, 0, 188.83, 67.3, 229.3, 0, 239.48, 83.05, 247.67, 0, 170.65
P47068, 901, 1154, 0.3609, 1.5e-05, 66, False, cytoplasm; cytoskeleton; actin patch, 2.831, , 437.93, 0, 391.24, 1412.87, 316.88, 318.17, 729.11, 411.09, 2256.61, 352.98, 166.53, 919.65, 157.13, 978.6, 960.05, 823.23, 568.6, 148.42, 0, 0
P47072, 42, 295, 0.2131, 0.003505, 30, nan, cytoplasm, 3.277, , 281.46, 167.14, 960.29, 999.4, 627.99, 371.1, 219.69, 724.41, 1937.84, 368.95, 106.28, 1476.78, 346.45, 824.16, 572.54, 1505.94, 179.38, 442.25, 117.3, 330.28
P47072, 371, 492, 0.2131, 0.003505, 30, nan, cytoplasm, 3.957, , 156.19, 109.14, 406.57, 751.93, 300.99, 183.48, 599.54, 325.2, 716.79, 1161.9, 752.36, 516.71, 399.37, 206.62, 797.82, 315.23, 768.56, 225.04, 0, 100.49
P47074, 55, 209, 0.2215, nan, 30, nan, nucleus, 2.458, , 88.88, 0, 395.2, 1089.2, 0, 73.13, 0, 229.81, 1335.96, 276.52, 107.63, 772.13, 310.42, 936.48, 978.16, 328.0, 139.12, 208.45, 0, 226.84
P47074, 345, 383, 0.2215, nan, 30, nan, nucleus, 2.712, , 0, 48.57, 394.93, 1026.54, 0, 130.53, 0, 0, 894.41, 287.84, 102.28, 204.94, 65.54, 253.27, 189.35, 115.52, 63.55, 97.44, 0, 115.46
P47076, 13, 156, 0.232, 0.000911, 42, False, nucleus, 2.742, , 512.25, 0, 607.33, 2288.21, 401.17, 252.69, 0, 334.36, 2245.3, 100.78, 107.96, 764.11, 95.66, 458.67, 658.67, 712.38, 89.94, 198.36, 0, 244.41
