UniProt, domain_start, domain_end, S_over_T_mean, S_over_T_pval, quantile, refoldable, subcellular_localization, average_KD_hydro, A_SASA , C_SASA , D_SASA , E_SASA , F_SASA , G_SASA , H_SASA , I_SASA , K_SASA , L_SASA , M_SASA , N_SASA , P_SASA , Q_SASA , R_SASA , S_SASA , T_SASA , V_SASA , W_SASA , Y_SASA
P38149, 3, 402, 0.3883, 4.2e-05, 78, True, nucleus; cytoplasm, 3.087, , 378.46, 100.28, 1312.97, 1682.54, 538.32, 675.62, 428.22, 412.46, 1808.53, 827.24, 115.51, 1275.44, 372.39, 1446.07, 1216.71, 1800.67, 897.68, 364.22, 0, 685.15
P38149, 435, 631, 0.3883, 4.2e-05, 78, True, nucleus; cytoplasm, 3.355, , 139.23, 130.71, 660.84, 713.25, 183.32, 643.45, 188.34, 362.72, 1364.5, 818.83, 99.88, 797.34, 265.48, 1076.15, 374.89, 508.83, 583.24, 234.7, 290.1, 498.3
P38149, 633, 790, 0.3883, 4.2e-05, 78, True, nucleus; cytoplasm, 2.776, , 167.79, 0, 560.22, 1592.72, 106.76, 283.34, 82.68, 172.28, 1332.69, 361.07, 197.49, 795.5, 390.72, 639.01, 436.36, 376.53, 413.49, 300.44, 131.91, 320.76
P38149, 794, 877, 0.3883, 4.2e-05, 78, True, nucleus; cytoplasm, 3.876, , 159.37, 49.93, 434.52, 477.53, 299.03, 339.93, 302.72, 326.96, 106.09, 670.41, 88.47, 393.18, 256.86, 198.77, 769.87, 486.62, 353.22, 192.31, 147.4, 0
P38151, 35, 224, 0.1203, 0.000665, 6, nan, nucleus, 2.811, , 319.04, 0, 1389.94, 1142.05, 127.05, 333.32, 939.46, 196.79, 876.44, 683.84, 107.71, 1101.3, 546.89, 401.01, 1190.46, 841.17, 0, 135.37, 0, 0
P38151, 312, 410, 0.1203, 0.000665, 6, nan, nucleus, 3.503, , 168.22, 0, 433.88, 711.51, 377.83, 339.68, 164.73, 314.94, 631.62, 418.63, 414.88, 493.1, 453.35, 164.44, 868.92, 662.82, 0, 223.7, 0, 0
P38162, 6, 195, 0.4058, 0.006479, 78, nan, mitochondrion intermembrane space, 2.605, , 452.28, 0, 723.22, 1364.91, 125.97, 167.87, 82.71, 558.28, 1777.62, 578.52, 0, 1242.59, 452.07, 1105.28, 1040.14, 458.63, 808.03, 0, 0, 138.46
P38163, 39, 426, 0.1636, 0.001952, 6, nan, , 3.177, , 411.5, 220.78, 501.09, 1411.76, 579.71, 344.19, 293.54, 597.3, 2710.81, 436.51, 207.52, 685.31, 553.04, 882.23, 1031.22, 913.72, 570.23, 375.34, 184.67, 649.36
P38163, 431, 855, 0.1636, 0.001952, 6, nan, , 3.126, , 562.16, 0, 929.59, 1526.37, 466.55, 896.94, 201.6, 749.63, 2999.22, 642.16, 0, 1252.63, 587.47, 915.82, 1275.47, 966.08, 1050.02, 283.61, 0, 334.93
P38163, 889, 934, 0.1636, 0.001952, 6, nan, , 4.024, , 446.29, 174.27, 63.42, 666.14, 0, 197.45, 0, 543.93, 170.75, 356.08, 0, 125.43, 205.25, 260.6, 524.43, 541.08, 79.33, 0, 204.56, 474.07
P38167, 188, 231, 0.1954, 3e-06, 18, nan, cytoplasm, 4.339, , 90.04, 0, 0, 526.54, 451.65, 124.24, 0, 240.51, 554.46, 470.43, 0, 190.48, 226.34, 107.35, 145.23, 430.94, 231.41, 227.0, 0, 316.66
P38167, 311, 564, 0.1954, 3e-06, 18, nan, cytoplasm, 3.233, , 391.67, 0, 981.36, 1674.57, 391.84, 106.28, 847.73, 913.47, 2120.64, 1452.54, 280.39, 1304.38, 998.45, 1015.04, 1645.98, 2671.85, 1341.27, 338.39, 0, 764.06
P38167, 566, 882, 0.1954, 3e-06, 18, nan, cytoplasm, 3.137, , 508.43, 0, 1121.39, 1695.94, 433.36, 602.9, 947.41, 638.0, 3092.91, 736.88, 136.58, 1036.9, 1692.72, 104.26, 1513.59, 1325.19, 498.21, 636.89, 0, 877.72
P38167, 889, 924, 0.1954, 3e-06, 18, nan, cytoplasm, 4.258, , 162.12, 128.36, 147.99, 397.87, 522.94, 217.7, 0, 108.9, 156.81, 143.65, 488.63, 448.15, 505.07, 152.27, 0, 292.14, 328.91, 275.98, 0, 0
P38170, 25, 111, 0.2378, 0.000161, 42, nan, cytoplasm; nucleus; chromosome, 3.405, , 266.26, 0, 597.16, 485.81, 169.73, 239.57, 0, 102.34, 627.33, 511.16, 217.55, 712.09, 0, 256.6, 412.54, 240.21, 546.4, 137.31, 126.67, 333.42
P38170, 138, 217, 0.2378, 0.000161, 42, nan, cytoplasm; nucleus; chromosome, 4.17, , 164.4, 0, 735.33, 859.8, 491.35, 188.78, 0, 691.91, 739.95, 1156.61, 289.86, 961.76, 515.5, 129.66, 1071.89, 101.21, 773.82, 659.4, 0, 211.06
P38170, 277, 336, 0.2378, 0.000161, 42, nan, cytoplasm; nucleus; chromosome, 4.162, , 215.07, 88.04, 703.95, 1062.45, 756.63, 82.64, 0, 814.13, 275.98, 561.97, 119.04, 617.34, 0, 469.53, 372.88, 168.67, 81.37, 291.3, 0, 0
P38170, 377, 510, 0.2378, 0.000161, 42, nan, cytoplasm; nucleus; chromosome, 3.279, , 170.04, 0, 1834.78, 1028.0, 1295.65, 206.54, 415.83, 796.46, 3050.03, 814.44, 282.27, 793.0, 147.36, 167.92, 1426.71, 517.98, 1461.75, 533.94, 130.81, 303.04
P38170, 648, 752, 0.2378, 0.000161, 42, nan, cytoplasm; nucleus; chromosome, 2.556, , 302.28, 0, 820.88, 1254.91, 118.71, 70.63, 482.99, 80.75, 692.28, 264.12, 89.06, 740.7, 0, 670.55, 684.64, 680.63, 683.57, 0, 0, 182.1
P38174, 59, 324, 0.3059, 0.000368, 54, False, cytoplasm, 2.885, , 625.24, 0, 1114.9, 1902.87, 123.78, 744.44, 625.58, 0, 1506.49, 939.76, 96.1, 668.93, 459.3, 260.07, 1018.46, 259.83, 717.91, 180.82, 187.97, 689.89
P38174, 326, 386, 0.3059, 0.000368, 54, False, cytoplasm, 2.806, , 98.61, 0, 492.2, 285.63, 141.67, 103.21, 96.61, 0, 333.76, 266.11, 127.74, 244.41, 100.52, 253.71, 913.36, 55.37, 212.06, 94.4, 0, 324.15
P38174, 388, 414, 0.3059, 0.000368, 54, False, cytoplasm, 4.092, , 218.68, 0, 104.72, 220.25, 203.77, 69.03, 373.91, 204.99, 275.83, 326.14, 0, 130.59, 287.77, 146.78, 0, 52.03, 205.98, 193.89, 0, 213.16
P38175, 86, 175, 0.2459, 0.000797, 42, nan, mitochondrion, 3.219, , 281.59, 0, 64.07, 810.89, 834.39, 284.45, 118.44, 379.44, 1733.21, 177.63, 395.37, 636.84, 161.54, 339.93, 1852.86, 372.96, 0, 317.94, 0, 189.59
P38177, 14, 230, 0.1671, 0.021805, 18, nan, , 2.957, , 660.81, 0, 944.89, 451.73, 88.81, 525.11, 1021.56, 222.42, 2416.36, 769.89, 0, 1681.51, 383.54, 588.74, 853.32, 1293.99, 1298.54, 193.82, 0, 750.46
P38177, 328, 366, 0.1671, 0.021805, 18, nan, , 3.643, , 120.97, 70.4, 116.66, 961.04, 0, 169.38, 0, 191.03, 248.17, 413.21, 104.33, 315.02, 0, 283.94, 164.45, 0, 0, 98.99, 137.36, 358.2
P38187, 2, 70, 0.2369, 0.002333, 42, nan, , 3.526, , 100.81, 90.66, 984.19, 1136.94, 569.83, 72.55, 177.56, 425.61, 1525.6, 720.9, 0, 991.31, 231.78, 0, 457.05, 895.84, 574.19, 630.47, 191.65, 194.6
P38187, 140, 199, 0.2369, 0.002333, 42, nan, , 3.564, , 75.65, 215.13, 149.77, 807.29, 589.05, 225.29, 0, 245.6, 1034.15, 385.25, 151.77, 417.91, 282.16, 238.61, 724.03, 390.65, 65.21, 77.95, 0, 392.73
P38187, 357, 468, 0.2369, 0.002333, 42, nan, , 3.422, , 253.79, 0, 721.51, 782.19, 234.07, 159.73, 496.13, 637.22, 853.5, 543.74, 134.02, 693.9, 190.92, 321.61, 679.16, 606.73, 544.71, 174.25, 0, 138.0
P38187, 481, 554, 0.2369, 0.002333, 42, nan, , 3.233, , 0, 154.04, 648.94, 877.66, 0, 156.85, 122.73, 192.48, 302.11, 651.18, 82.07, 155.12, 230.36, 558.9, 306.45, 280.7, 145.25, 128.22, 0, 113.54
P38187, 556, 704, 0.2369, 0.002333, 42, nan, , 2.812, , 251.82, 216.69, 732.63, 1317.03, 0, 233.06, 444.29, 256.88, 1554.97, 173.45, 182.3, 1263.3, 127.66, 294.36, 275.54, 467.0, 315.94, 237.23, 151.54, 517.44
P38193, 20, 131, 0.2787, 5.7e-05, 54, nan, nucleus, 2.547, , 0, 0, 388.58, 580.73, 381.77, 63.65, 112.21, 190.84, 1109.82, 69.51, 223.28, 783.84, 59.25, 370.89, 368.13, 0, 349.43, 122.23, 124.86, 154.71
P38197, 10, 240, 0.6246, 0.000975, 90, True, nucleus; cytoplasm, 2.493, , 420.84, 0, 860.6, 1334.8, 0, 353.17, 237.59, 76.3, 2046.96, 345.13, 0, 940.35, 268.38, 533.04, 379.29, 566.4, 113.05, 139.02, 167.65, 113.48
P38198, 24, 268, 0.2164, 0.002693, 30, nan, chromosome; centromere; kinetochore; nucleus; cytoplasm; cytoskeleton; spindle; cytoplasm; cytoskeleton, 2.374, , 263.88, 0, 1142.28, 1682.47, 180.52, 174.44, 326.44, 0, 1535.29, 535.24, 259.94, 1747.55, 315.6, 896.05, 1126.34, 596.42, 278.51, 221.96, 0, 376.85
P38198, 282, 561, 0.2164, 0.002693, 30, nan, chromosome; centromere; kinetochore; nucleus; cytoplasm; cytoskeleton; spindle; cytoplasm; cytoskeleton, 2.906, , 269.62, 0, 303.29, 1244.87, 0, 7.56, 198.54, 188.37, 1810.26, 972.04, 147.44, 1347.04, 383.7, 1328.05, 222.38, 1454.86, 940.69, 120.89, 0, 190.62
P38198, 756, 995, 0.2164, 0.002693, 30, nan, chromosome; centromere; kinetochore; nucleus; cytoplasm; cytoskeleton; spindle; cytoplasm; cytoskeleton, 2.577, , 371.39, 0, 965.0, 1130.29, 139.38, 98.2, 221.6, 316.4, 2460.82, 334.33, 241.66, 1201.63, 519.66, 726.83, 94.95, 832.22, 386.75, 95.37, 0, 329.78
P38198, 1196, 1511, 0.2164, 0.002693, 30, nan, chromosome; centromere; kinetochore; nucleus; cytoplasm; cytoskeleton; spindle; cytoplasm; cytoskeleton, 2.823, , 138.45, 115.19, 2055.81, 1090.95, 274.92, 273.71, 467.52, 89.4, 2292.37, 593.36, 856.37, 1657.47, 543.48, 970.71, 932.97, 1118.45, 814.65, 381.96, 0, 125.13
P38199, 44, 227, 0.2019, 0.000384, 30, False, nucleus; cytoplasm; p-body; cytoplasm; chromosome; telomere, 3.076, , 903.74, 52.94, 927.55, 1389.59, 197.65, 401.07, 370.77, 168.21, 1513.87, 239.24, 0, 659.93, 385.69, 219.74, 559.71, 504.59, 112.06, 77.49, 0, 208.43
P38199, 260, 352, 0.2019, 0.000384, 30, False, nucleus; cytoplasm; p-body; cytoplasm; chromosome; telomere, 2.92, , 217.66, 0, 667.51, 777.34, 372.39, 188.78, 0, 88.06, 1774.95, 343.96, 104.67, 537.69, 96.28, 0, 660.45, 110.37, 380.73, 229.26, 0, 154.08
P38200, 35, 277, 0.1723, 0.002874, 18, nan, bud neck; cytoplasm; cytoskeleton; spindle; cytoplasm; cytoskeleton, 3.517, , 750.41, 0, 1227.7, 978.01, 1085.04, 390.86, 1151.95, 1800.13, 3397.56, 1910.2, 750.82, 2521.2, 1550.0, 1544.76, 3820.42, 3398.77, 1678.33, 978.35, 0, 904.85
P38202, 9, 99, 0.2905, 1e-05, 54, False, , 2.951, , 302.49, 0, 777.47, 1097.67, 119.66, 176.84, 312.61, 325.33, 2969.19, 751.39, 248.63, 255.96, 115.01, 563.23, 1195.3, 466.71, 187.78, 395.64, 124.75, 147.77
P38203, 2, 94, 0.2726, 0.001572, 54, False, cytoplasm; nucleus, 2.516, , 53.63, 0, 416.36, 522.84, 445.46, 82.85, 115.07, 0, 959.7, 116.78, 135.77, 627.24, 94.84, 302.93, 825.47, 350.43, 500.83, 59.71, 0, 231.28
P38205, 36, 149, 0.3059, 7e-06, 54, True, nucleus; nucleolus, 2.731, , 236.66, 79.25, 322.78, 1247.91, 0, 196.99, 177.48, 0, 1168.57, 353.57, 0, 255.21, 511.87, 449.23, 831.21, 104.65, 401.96, 264.62, 323.43, 136.15
P38205, 153, 418, 0.3059, 7e-06, 54, True, nucleus; nucleolus, 2.714, , 510.69, 0, 1012.0, 1064.31, 152.8, 454.69, 837.02, 170.84, 1695.51, 285.09, 337.89, 1430.45, 337.31, 230.54, 1284.46, 592.34, 439.35, 170.08, 300.26, 0
P38205, 460, 643, 0.3059, 7e-06, 54, True, nucleus; nucleolus, 2.723, , 347.27, 127.48, 1054.93, 1170.59, 134.94, 160.33, 229.97, 495.32, 1149.06, 163.45, 0, 898.89, 288.73, 242.99, 1028.55, 351.35, 250.25, 67.77, 0, 331.08
P38207, 17, 386, 0.2738, 0.006866, 54, nan, nucleus, 2.672, , 222.51, 0, 1517.79, 1061.69, 93.72, 331.41, 272.18, 179.83, 2178.86, 703.98, 236.34, 1056.15, 923.21, 1023.45, 1464.26, 841.06, 681.01, 120.41, 0, 296.9
P38207, 484, 519, 0.2738, 0.006866, 54, nan, nucleus, 3.046, , 82.05, 102.08, 114.02, 139.48, 201.25, 159.94, 0, 0, 665.42, 0, 0, 208.22, 94.43, 97.18, 466.19, 322.1, 254.35, 127.81, 158.72, 0
P38208, 10, 131, 0.2619, 2.1e-05, 42, nan, nucleus, 2.946, , 247.46, 270.33, 1087.23, 845.53, 339.21, 142.85, 198.04, 245.48, 516.57, 353.13, 108.3, 158.49, 63.66, 401.01, 500.36, 390.36, 230.64, 0, 0, 0
P38210, 9, 42, 0.2118, 0.000575, 30, nan, nucleus, 4.05, , 254.74, 0, 313.72, 242.03, 0, 5.19, 149.63, 0, 339.89, 582.95, 0, 0, 0, 643.85, 0, 342.73, 290.44, 189.54, 0, 0
P38210, 66, 129, 0.2118, 0.000575, 30, nan, nucleus, 4.12, , 568.59, 0, 240.34, 716.39, 227.18, 422.51, 484.74, 0, 345.75, 894.74, 0, 0, 66.04, 416.75, 364.24, 403.47, 182.61, 396.36, 0, 331.27
P38213, 547, 730, 0.1388, 0.00269, 6, nan, , 2.913, , 384.48, 101.04, 1255.63, 465.93, 0, 382.77, 483.1, 220.86, 1697.25, 432.28, 131.48, 473.62, 87.02, 221.86, 424.26, 367.97, 240.07, 96.66, 0, 113.01
P38217, 10, 343, 0.3712, 3.4e-05, 78, True, nucleus; nucleus; nuclear pore complex; cytoplasm, 2.848, , 222.76, 48.66, 878.42, 2275.53, 0, 296.42, 668.23, 154.39, 956.47, 814.65, 335.85, 2264.4, 782.94, 1447.38, 225.54, 657.74, 280.76, 573.72, 0, 493.84
P38217, 400, 915, 0.3712, 3.4e-05, 78, True, nucleus; nucleus; nuclear pore complex; cytoplasm, 2.923, , 764.57, 103.76, 2240.65, 2779.83, 224.25, 318.88, 565.56, 765.64, 2270.33, 502.1, 396.79, 1372.28, 991.27, 1354.64, 835.69, 1225.08, 1384.05, 364.7, 113.12, 401.57
P38218, 5, 175, 0.4004, 0.001748, 78, nan, , 2.573, , 0, 0, 377.38, 1079.24, 107.51, 623.48, 89.31, 88.33, 1586.85, 202.83, 0, 488.33, 320.01, 201.25, 418.02, 888.49, 260.7, 0, 0, 247.7
P38219, 23, 304, 0.2987, 0.000177, 54, False, cytoplasm, 2.958, , 693.72, 0, 829.86, 1705.72, 342.97, 455.18, 297.01, 373.82, 2703.19, 735.17, 0, 381.52, 628.41, 844.47, 1039.87, 882.81, 400.1, 178.89, 0, 147.08
P38219, 306, 389, 0.2987, 0.000177, 54, False, cytoplasm, 3.184, , 209.15, 75.13, 621.1, 547.9, 139.17, 299.8, 110.03, 99.13, 434.25, 154.18, 0, 216.39, 135.14, 229.09, 566.96, 81.99, 83.43, 243.58, 0, 141.88
P38222, 7, 56, 0.1983, 0.000244, 18, nan, nucleus, 3.708, , 198.34, 67.7, 441.42, 417.99, 136.51, 218.98, 145.76, 182.7, 466.04, 467.81, 0, 399.76, 124.59, 0, 426.89, 145.52, 140.69, 90.29, 0, 0
P38222, 62, 242, 0.1983, 0.000244, 18, nan, nucleus, 3.086, , 174.5, 189.94, 1329.6, 1829.66, 490.32, 231.03, 815.58, 180.98, 732.23, 701.97, 0, 637.86, 307.03, 0, 552.19, 668.36, 233.83, 243.23, 0, 199.95
P38222, 252, 296, 0.1983, 0.000244, 18, nan, nucleus, 3.443, , 220.54, 0, 365.82, 1101.27, 0, 0, 0, 298.81, 532.17, 382.87, 301.55, 474.87, 126.64, 0, 197.62, 253.18, 137.29, 278.83, 0, 277.55
P38222, 313, 340, 0.1983, 0.000244, 18, nan, nucleus, 4.344, , 62.85, 115.54, 274.48, 548.36, 347.2, 131.69, 0, 117.81, 192.18, 375.03, 0, 368.26, 0, 294.56, 0, 138.34, 0, 402.75, 0, 193.42
P38222, 342, 551, 0.1983, 0.000244, 18, nan, nucleus, 2.712, , 442.4, 89.82, 1399.27, 2929.81, 114.17, 296.56, 231.46, 410.31, 2164.37, 353.56, 103.45, 299.51, 512.77, 1149.9, 455.02, 1200.09, 404.85, 180.62, 0, 352.17
P38226, 2, 396, 0.0688, 0.000123, 6, nan, lipid droplet, 3.683, , 386.58, 150.35, 381.32, 1555.44, 680.08, 458.29, 676.06, 1075.69, 3551.22, 1334.76, 0, 348.68, 680.76, 364.88, 1162.0, 854.32, 621.93, 492.0, 254.54, 372.61
P38230, 9, 132, 0.3946, 5.1e-05, 78, True, , 3.532, , 87.52, 0, 387.29, 893.41, 0, 328.57, 0, 275.54, 897.2, 189.08, 74.91, 135.91, 442.89, 360.65, 0, 277.96, 174.22, 506.77, 0, 685.9
P38230, 134, 274, 0.3946, 5.1e-05, 78, True, , 2.966, , 225.17, 0, 275.64, 640.58, 0, 371.45, 114.4, 282.6, 1425.25, 334.88, 158.13, 361.9, 315.46, 222.29, 549.17, 275.39, 221.88, 0, 0, 317.54
P38230, 276, 331, 0.3946, 5.1e-05, 78, True, , 3.505, , 155.31, 0, 218.79, 569.24, 233.21, 107.21, 0, 585.52, 929.37, 170.23, 0, 236.75, 95.0, 0, 630.59, 113.65, 145.43, 72.3, 145.86, 502.53
P38235, 9, 339, 0.482, 0.007677, 90, True, , 2.632, , 325.34, 82.06, 987.68, 1850.66, 110.27, 454.62, 183.42, 217.96, 2258.65, 478.11, 0, 846.78, 898.49, 521.88, 480.84, 864.21, 384.23, 112.03, 140.43, 0
P38236, 11, 363, 0.199, 0.000411, 18, nan, nucleus; nucleolus; cytoplasm, 3.625, , 1851.54, 92.91, 1123.29, 3948.07, 1533.44, 644.86, 1674.77, 1125.58, 3387.19, 3950.24, 2889.1, 5910.28, 1434.77, 2394.54, 1809.18, 3179.02, 2270.39, 1075.71, 245.99, 1605.82
P38237, 2, 161, 0.3798, 6.6e-05, 78, True, nucleus; cytoplasm, 3.147, , 364.74, 122.61, 689.92, 1629.86, 294.29, 17.93, 0, 530.11, 1633.34, 477.89, 0, 1779.16, 273.53, 363.21, 460.49, 439.59, 465.16, 447.23, 0, 195.95
P38237, 173, 295, 0.3798, 6.6e-05, 78, True, nucleus; cytoplasm, 2.879, , 106.26, 152.03, 660.93, 823.68, 0, 190.32, 109.19, 371.21, 252.44, 0, 0, 858.33, 98.47, 1073.42, 335.47, 574.65, 232.14, 310.39, 0, 0
P38237, 314, 441, 0.3798, 6.6e-05, 78, True, nucleus; cytoplasm, 3.194, , 42.34, 142.15, 534.64, 260.89, 91.4, 306.15, 0, 142.23, 1018.82, 470.87, 118.15, 960.51, 300.64, 397.4, 142.4, 827.82, 135.25, 177.99, 0, 269.72
P38237, 443, 579, 0.3798, 6.6e-05, 78, True, nucleus; cytoplasm, 3.046, , 83.27, 0, 805.51, 1494.31, 0, 120.58, 0, 499.0, 1019.63, 852.51, 124.33, 684.83, 437.18, 794.03, 352.48, 412.78, 333.05, 0, 223.87, 120.58
P38237, 589, 626, 0.3798, 6.6e-05, 78, True, nucleus; cytoplasm, 3.2, , 0, 0, 60.87, 284.52, 291.1, 121.31, 109.35, 73.45, 0, 0, 298.07, 400.3, 0, 502.76, 156.11, 149.02, 86.03, 74.59, 0, 0
P38237, 653, 688, 0.3798, 6.6e-05, 78, True, nucleus; cytoplasm, 2.982, , 0, 0, 59.01, 112.02, 141.97, 106.95, 0, 132.93, 114.92, 97.84, 111.99, 678.2, 68.04, 0, 295.35, 238.24, 108.66, 0, 0, 0
P38237, 715, 780, 0.3798, 6.6e-05, 78, True, nucleus; cytoplasm, 3.802, , 295.97, 104.19, 350.92, 281.47, 93.09, 120.17, 173.79, 157.79, 776.48, 223.79, 0, 168.22, 93.72, 0, 105.41, 149.61, 230.75, 196.95, 175.15, 617.68
P38238, 7, 303, 0.3106, 8e-06, 66, True, cytoplasm, 3.077, , 316.11, 68.86, 1684.76, 1278.05, 259.2, 521.13, 707.43, 251.45, 1526.26, 1073.25, 116.32, 961.22, 908.25, 751.89, 1081.33, 1283.96, 755.84, 324.17, 187.99, 359.21
P38239, 5, 82, 0.1163, 0.001602, 6, nan, , 3.099, , 79.04, 0, 325.99, 1437.12, 96.15, 427.69, 303.1, 130.88, 343.79, 629.98, 266.2, 355.93, 68.15, 1456.42, 855.19, 537.98, 275.2, 208.33, 160.98, 201.76
P38239, 90, 144, 0.1163, 0.001602, 6, nan, , 3.371, , 156.17, 119.7, 81.24, 392.22, 161.34, 0, 377.35, 0, 568.05, 239.28, 0, 169.67, 139.17, 0, 379.58, 294.21, 167.1, 89.86, 179.54, 329.8
P38241, 15, 68, 0.1571, 0.000117, 6, nan, nucleus, 3.353, , 143.47, 134.63, 163.5, 128.84, 0, 81.52, 0, 187.15, 661.35, 272.6, 95.33, 561.98, 179.04, 288.0, 791.61, 0, 277.71, 107.04, 0, 0
P38241, 85, 140, 0.1571, 0.000117, 6, nan, nucleus, 3.039, , 0, 0, 334.33, 681.5, 108.0, 14.53, 110.45, 0, 741.97, 588.08, 243.76, 653.73, 96.08, 101.73, 292.94, 218.97, 126.36, 167.18, 0, 0
P38241, 184, 324, 0.1571, 0.000117, 6, nan, nucleus, 3.156, , 263.6, 0, 169.95, 348.45, 0, 324.67, 223.12, 89.31, 1679.81, 747.97, 0, 426.23, 188.9, 359.82, 477.95, 641.17, 262.13, 86.87, 166.49, 0
P38249, 9, 412, 0.2876, 1.2e-05, 54, False, cytoplasm, 2.878, , 401.98, 0, 1843.91, 2641.84, 446.34, 548.78, 346.89, 666.63, 2548.56, 823.02, 0, 918.24, 578.75, 1085.98, 2023.8, 1701.37, 673.74, 913.18, 202.08, 530.76
P38249, 414, 507, 0.2876, 1.2e-05, 54, False, cytoplasm, 3.61, , 387.63, 0, 503.01, 536.13, 380.07, 0, 133.6, 73.32, 858.91, 170.45, 0, 0, 317.02, 372.17, 176.99, 588.55, 599.84, 332.98, 183.32, 432.75
P38249, 548, 576, 0.2876, 1.2e-05, 54, False, cytoplasm, 3.897, , 37.46, 0, 174.73, 262.83, 149.01, 0, 235.79, 82.34, 93.21, 412.7, 166.72, 522.5, 0, 0, 236.77, 277.64, 0, 160.72, 0, 362.41
P38251, 5, 189, 0.1663, 0.000107, 18, True, nucleus, 2.589, , 312.25, 0, 1073.47, 920.45, 216.32, 234.01, 81.92, 126.64, 1435.63, 150.28, 101.51, 835.88, 257.22, 611.21, 1249.35, 708.9, 0, 286.86, 0, 191.3
P38251, 196, 248, 0.1663, 0.000107, 18, True, nucleus, 2.838, , 93.54, 0, 164.08, 706.01, 0, 64.45, 0, 0, 453.56, 437.49, 0, 525.39, 0, 265.11, 550.21, 146.53, 244.61, 0, 0, 0
P38251, 259, 353, 0.1663, 0.000107, 18, True, nucleus, 3.802, , 168.68, 208.36, 410.48, 574.27, 219.51, 50.51, 205.27, 608.1, 658.05, 142.83, 0, 422.33, 60.0, 0, 299.27, 290.41, 325.28, 175.04, 0, 105.75
P38254, 3, 237, 0.2905, 0.000261, 54, True, cytoplasm; p-body; cytoplasm, 3.192, , 370.16, 0, 984.43, 1035.75, 176.16, 228.68, 266.35, 500.75, 1228.6, 534.73, 78.96, 852.28, 910.23, 266.87, 620.7, 382.51, 320.08, 225.49, 470.65, 517.72
P38254, 273, 306, 0.2905, 0.000261, 54, True, cytoplasm; p-body; cytoplasm, 3.723, , 58.65, 0, 427.85, 543.8, 0, 0, 388.4, 406.63, 551.32, 89.43, 352.86, 0, 120.81, 0, 207.24, 169.34, 189.21, 205.35, 0, 105.96
P38254, 335, 410, 0.2905, 0.000261, 54, True, cytoplasm; p-body; cytoplasm, 2.605, , 44.81, 99.3, 412.82, 887.55, 87.55, 129.82, 127.9, 73.76, 976.55, 0, 399.18, 386.61, 399.63, 213.4, 131.45, 67.42, 0, 0, 0, 730.81
P38254, 412, 747, 0.2905, 0.000261, 54, True, cytoplasm; p-body; cytoplasm, 2.517, , 532.09, 54.52, 3233.15, 2791.6, 763.69, 198.26, 177.4, 192.6, 2122.56, 350.52, 250.1, 1729.07, 577.91, 505.87, 650.56, 873.74, 368.39, 282.05, 147.48, 485.63
P38255, 3, 69, 0.2276, 0.000105, 30, nan, nucleus, 3.857, , 204.29, 0, 128.16, 480.51, 127.62, 200.15, 0, 615.99, 1015.41, 878.41, 156.91, 639.55, 73.81, 301.48, 993.3, 646.38, 233.49, 173.22, 0, 216.87
P38255, 189, 413, 0.2276, 0.000105, 30, nan, nucleus, 3.573, , 649.64, 0, 1035.42, 3108.3, 646.58, 588.89, 361.83, 1536.49, 1330.94, 1905.13, 519.32, 2540.63, 562.91, 906.92, 1652.97, 1536.26, 1078.56, 314.5, 133.23, 497.02
P38256, 4, 221, 0.0526, 0.005489, 6, nan, , 3.56, , 186.92, 0, 272.76, 1193.67, 1583.23, 231.65, 286.15, 207.7, 1941.1, 476.11, 93.18, 412.3, 132.09, 78.45, 574.42, 181.6, 512.92, 245.93, 174.34, 1186.24
P38257, 114, 152, 0.3625, 0.1393, 66, nan, nucleus, 3.369, , 269.01, 0, 560.53, 499.3, 0, 188.32, 177.17, 209.52, 1089.38, 624.82, 0, 234.88, 0, 172.91, 185.1, 406.43, 0, 0, 450.08, 176.03
P38257, 349, 607, 0.3625, 0.1393, 66, nan, nucleus, 2.45, , 387.89, 0, 614.91, 1305.74, 472.91, 281.89, 378.13, 290.73, 2741.78, 527.46, 0, 999.75, 364.95, 1205.68, 2014.75, 805.78, 274.28, 58.75, 0, 777.07
P38257, 619, 682, 0.3625, 0.1393, 66, nan, nucleus, 2.321, , 57.16, 137.89, 0, 764.48, 0, 140.18, 115.92, 0, 751.51, 83.97, 142.86, 298.01, 177.19, 358.22, 508.74, 146.44, 264.01, 0, 0, 317.31
P38260, 2, 288, 0.3962, 0.000617, 78, False, cytoplasm, 2.38, , 144.45, 0, 1511.74, 1846.5, 166.19, 363.75, 117.31, 78.87, 2517.16, 573.16, 218.11, 1440.18, 429.57, 981.72, 562.29, 754.13, 292.72, 250.93, 0, 183.18
P38261, 175, 261, 0.1941, 0.000212, 18, nan, cytoplasmic vesicle; secretory vesicle; bud neck; bud, 3.915, , 326.0, 102.18, 642.14, 531.2, 0, 58.21, 323.88, 519.41, 1006.87, 870.29, 384.83, 1196.52, 118.52, 344.91, 325.43, 237.13, 397.92, 540.03, 0, 132.35
